label,left_addressCountry,left_addressLocality,left_postalCode,left_streetAddress,right_addressCountry,right_addressLocality,right_postalCode,right_streetAddress
,NL,Venhorst,1059 KC,Mikastraat 133,EE,Elenafort,,Sergey Forge 83
,NL,Monster,6397 YM,Joepboulevard 18,EE,Kristiinaburgh,,Reet Port 145
,AT,Hainburg an der Donau,5910,Stefanie-Suppan-Ring 31,AT,Mank,,Voglring 145
,AT,Altheim,2279,Manuel-Schwendinger-Weg 5,EE,Mägichester,,Sokolov Turnpike 148
,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26,AT,Dornbirn,,Erhartgasse 8
,EE,Kuuskmouth,18589,Olga Hollow 46,AT,Raabs an der Thaya,,Tim-Scholz-Weg 102
,AT,Waidhofen an der Thaya,2791,Erhartstraße 85,AT,Bregenz,,Haslauerplatz 84
,NL,Angeren,9800 AU,Daniweg 69,AT,Hartberg,,Arda-Haindl-Ring 86
,EE,Lake Annelistad,34954,Laura Lodge 8,EE,Annuschester,,Laas Stream 41
,EE,West Sirjetown,55098,Kolk Stream 78,NL,Oppenhuizen,,Milahof 74
,AT,Feldkirchen,9505,Wirthstraße 27,NL,Loënga,,Nadiaring 94
,EE,Tuulikstad,28046,Novikov Place 120,AT,Ternitz,,Justin-Gross-Straße 126
,EE,East Sergey,30532,Tarmo Lake 92,NL,Rijswijk (GLD),,Charlottebaan 71
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,NL,Nieuwe Wetering,,Fatimasteeg 138
,NL,Achtmaal,7277 QZ,Suzeweg 129,EE,South Elena,,Jekaterina Island 140
,NL,Schaijk,2940 CD,Juliesingel 112,EE,Annuschester,,Laas Stream 41
,EE,South Elena,57329,Jekaterina Island 140,EE,South Kristi,,Galina Villages 104
,EE,Kozlovborough,21696,Paju Court 56,NL,Vorden,,Kyanboulevard 125
,EE,Enebury,74120,Müür Park 111,AT,Bruck an der Leitha,,Larissa-Eberharter-Ring 62
,NL,Basse,5137 CW,Amirabaan 48,NL,Oppenhuizen,,Milahof 74
,AT,Landeck,2308,Fitzstraße 14,EE,Jevgenifort,,Kadri Island 34
,EE,Lake Peeterfort,56464,Laura Ville 32,AT,Fürstenfeld,,Nikolina-Kucera-Straße 39
,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26,NL,Echteld,,Bilalring 122
,AT,Wiener Neustadt,1976,Kernring 18,AT,Bruck an der Leitha,,Larissa-Eberharter-Ring 62
,EE,New Valentina,32408,Suvi Springs 104,AT,Enns,,Reischlstr. 110
,NL,Laag-Keppel,5912 EL,Emmabaan 11,NL,Schaijk,,Juliesingel 112
,EE,North Kristjan,19198,Tiina Fork 142,AT,Herzogenburg,,Josef-Haderer-Ring 12
,AT,Schrems,5265,Richard-Dorner-Weg 104,AT,Bad Leonfelden,,Estelle-Suppan-Platz 79
,AT,Amstetten,8952,Waldnergasse 42,EE,Palumouth,,Peeter Islands 42
,EE,East Valentinaside,86682,Mihkel Well 135,AT,Jennersdorf,,Nikola-Schwab-Ring 3
,AT,Köflach,1969,Fleischmanngasse 147,AT,Dürnstein,,Grünwaldplatz 18
,EE,Lake Andreshaven,70072,Nõmme Hollow 68,AT,Sankt Valentin,,Cornelius-Mitterer-Ring 83
,EE,Maiefurt,41478,Oras Locks 130,EE,Annuschester,,Laas Stream 41
,EE,South Jüri,41096,Sarap Crest 87,EE,Urmasland,,Anna Fork 68
,NL,Hekelingen,8055 SW,Azraweg 17,AT,Schärding,,Neubacherweg 43
,AT,Mautern an der Donau,4451,Draxlergasse 17,NL,Wehl,,Martsingel 139
,NL,Laag-Keppel,5912 EL,Emmabaan 11,AT,Liezen,,Lily-Rechberger-Ring 65
,EE,Annaview,92404,Nadežda Spring 67,AT,Bregenz,,Haslauerplatz 84
,AT,Dornbirn,6636,Erhartgasse 8,AT,Waidhofen an der Thaya,,Erhartstraße 85
,AT,Wolfsberg,8575,Laureen-Heindl-Gasse 109,EE,Pulkmouth,,Kalmus Trail 111
,AT,Hartberg,4189,Arda-Haindl-Ring 86,NL,Eindhoven,,Tijslaan 138
,AT,Sankt Valentin,2330,Kalteneggerring 37,EE,Lake Dianastad,,Tatiana Viaduct 72
,EE,Andreiside,45067,Anne Stravenue 82,NL,Oldenzijl,,Felixstraat 76
,AT,Radenthein,3684,Stecherstraße 1,NL,Westerbroek,,Fennasteeg 133
,EE,South Meelis,74495,Aleksandr Pines 41,NL,Empe,,Kayleighpad 142
,NL,Blesdijke,7031 CH,Carlijnsteeg 86,AT,Gänserndorf,,Nikolai-Scheucher-Ring 93
,AT,Zwettl,9873,Jessica-Bachmann-Straße 83,AT,Kindberg,,Selena-Rohrer-Gasse 137
,NL,Jouswier,4694 LZ,Liseboulevard 99,NL,Hierden,,Zoëweg 54
,EE,Õunburgh,72780,Nadežda Parkway 139,AT,Jennersdorf,,Nikola-Schwab-Ring 3
,NL,Lathum,1463 YW,Amberhof 92,AT,Althofen,,Pachlergasse 7
,AT,Dürnstein,1474,Grünwaldplatz 18,EE,Kristiinaburgh,,Reet Port 145
,NL,Basse,5137 CW,Amirabaan 48,AT,Grieskirchen,,Alexander-Kopf-Weg 18
,EE,North Irinaborough,12187,Priit Mount 91,AT,Drosendorf-Zissersdorf 1,,Maurerstraße 58
,AT,Krems an der Donau,6060,Foidlstr. 65,NL,Makkum,,Noortjesteeg 33
,NL,Wetsens,5380 XN,Zakarialaan 46,EE,Andreiside,,Anne Stravenue 82
,EE,Viktormouth,49275,Kiil Parks 137,EE,New Valentina,,Suvi Springs 104
,AT,Braunau am Inn,3125,Jasper-Heller-Gasse 49,NL,Rijswijk (GLD),,Charlottebaan 71
,AT,Purkersdorf,1916,Henrik-Reinprecht-Straße 8,NL,Nieuwe Wetering,,Fatimasteeg 138
,EE,North Kristjan,19198,Tiina Fork 142,AT,Rottenmann,,Lara-Schön-Weg 67
,AT,Zistersdorf,7590,Rothstr. 97,NL,Punthorst,,Larastraat 137
,NL,Achtmaal,7277 QZ,Suzeweg 129,NL,Oppenhuizen,,Milahof 74
,AT,Schrattenthal,5709,Elyas-Pieber-Gasse 121,EE,Elenafort,,Sergey Forge 83
,AT,Dürnstein,1474,Grünwaldplatz 18,AT,Wolfsberg,,Laureen-Heindl-Gasse 109
,NL,Zeijerveen,5296 CJ,Mickring 114,NL,Zevenhoven,,Jasmijnweg 8
,EE,Lake Raivo,33773,Sutt Route 145,NL,Haren Gn,,Merlehof 84
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,NL,Jouswier,,Liseboulevard 99
,EE,Pulkmouth,57994,Kalmus Trail 111,AT,Neulengbach,,Haasstr. 75
,AT,Sankt Valentin,3787,Cornelius-Mitterer-Ring 83,NL,Echteld,,Berendpad 16
,AT,Mautern an der Donau,4451,Draxlergasse 17,AT,Althofen,,Mark-Rossmann-Ring 140
,AT,Radenthein,3684,Stecherstraße 1,EE,Jevgenifort,,Kadri Island 34
,NL,Broekhuizenvorst,6061 BU,Milanlaan 109,NL,Bovenkarspel,,Annemijnboulevard 149
,AT,Neulengbach,1341,Haasstr. 75,AT,Oberpullendorf,,Weissplatz 30
,AT,Schrattenthal,5869,Elisabeth-Rössler-Ring 94,AT,Wolfsberg,,Laureen-Heindl-Gasse 109
,AT,Schrems,5265,Richard-Dorner-Weg 104,NL,Renesse,,Britthof 19
,EE,Gontšarovburgh,53738,Tiina Brooks 18,AT,Dürnstein,,Calvin-Kasper-Straße 46
,NL,Hidaard,1008 JC,Jasperhof 106,EE,Maiefurt,,Oras Locks 130
,NL,Jouswier,4694 LZ,Liseboulevard 99,NL,Bakhuizen,,Meikelaan 31
,NL,Grootschermer,2812 AU,Isisring 85,AT,Feldkirchen,,Walterplatz 132
,EE,Vladimirville,84750,Maria Stream 106,EE,Jaanusborough,,Diana Island 107
,AT,Wiener Neustadt,1976,Kernring 18,NL,Ansen,,Stefring 97
,AT,Wörgl,1110,Calvin-Mitter-Straße 50,EE,Anneshire,,Rosenberg Crossroad 115
,AT,Mank,3433,Voglring 145,AT,Bregenz,,Haslauerplatz 84
,AT,Trieben,3252,Melisa-Werner-Straße 111,NL,Lengel,,Pimstraat 126
,EE,Jevgenifort,84956,Kadri Island 34,EE,North Kristina,,Kilk Corner 132
,AT,Neunkirchen,3226,Boris-Ladner-Platz 8,AT,Wilhelmsburg,,Aichingerweg 17
,EE,Tõnuland,95547,Riina Gardens 123,NL,Meterik,,Timpad 65
,NL,Markenbinnen,6167 FA,Lolastraat 72,AT,Radenthein,,Benjamin-Tischler-Platz 73
,EE,Piretbury,76255,Laura Corners 45,AT,Mariazell,,Richard-Gamsjäger-Weg 134
,NL,Pietersbierum,2476 JN,Emmapad 48,EE,Port Alekseiland,,Aino Plains 117
,NL,Voorthuizen,1552 NU,Tiesweg 137,NL,Steenenkamer,,Livsteeg 9
,NL,Beerze,2439 GU,Pepijnsteeg 115,AT,Gmunden,,Aignergasse 94
,EE,Jevgenifort,84956,Kadri Island 34,NL,Kerkrade,,Lilysingel 63
,NL,Uithoorn,9783 DD,Sebastiaanhof 142,EE,Toomasberg,,Anu Trace 90
,AT,Krems an der Donau,6060,Foidlstr. 65,AT,Feldkirchen,,Walterplatz 132
,NL,Punthorst,7086 LB,Larastraat 137,EE,South Marina,,Kuningas Pike 147
,EE,Maiefurt,41478,Oras Locks 130,NL,Basse,,Amirabaan 48
,AT,Ybbs an der Donau,8336,Helmstr. 61,AT,Mautern an der Donau,,Draxlergasse 17
,AT,Leoben,7362,Konstantin-Koller-Ring 94,EE,Lake Andreshaven,,Nõmme Hollow 68
,NL,Oldenzijl,4196 EO,Felixstraat 76,EE,Viksburgh,,Viktor Points 24
,AT,Raabs an der Thaya,5206,Tim-Scholz-Weg 102,NL,Deest,,Mayastraat 90
,AT,Fürstenfeld,9237,Nikolina-Kucera-Straße 39,NL,Eindhoven,,Tijslaan 138
,AT,Gmunden,9449,Aignergasse 94,AT,Stadtschlaining,,Joshua-Holzmann-Ring 35
,AT,Radenthein,3684,Stecherstraße 1,AT,Leoben,,Konstantin-Koller-Ring 94
,AT,Raabs an der Thaya,5206,Tim-Scholz-Weg 102,AT,Groß-Enzersdorf,,Katharina-Stecher-Ring 136
,AT,Mautern an der Donau,9776,Isabella-Trinkl-Platz 135,AT,Dürnstein,,Grünwaldplatz 18
,EE,Lake Dianastad,99041,Tatiana Viaduct 72,NL,Ewijk,,Lukahof 42
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,NL,Krewerd,,Simonring 120
,NL,Oldenzijl,4196 EO,Felixstraat 76,AT,Mank,,Handlstr. 98
,AT,Bad Hall,7287,Fritschstraße 10,NL,Echteld,,Berendpad 16
,EE,Kuuskmouth,18589,Olga Hollow 46,EE,North Natalja,,Lebedev Extensions 76
,NL,Basse,5137 CW,Amirabaan 48,AT,Radenthein,,Benjamin-Tischler-Platz 73
,NL,Vuren,2498 UD,Aliciahof 116,AT,Fürstenfeld,,Nikolina-Kucera-Straße 39
,AT,Waidhofen an der Thaya,2791,Erhartstraße 85,EE,North Sergeiburgh,,Villemson Ranch 78
,EE,Port Alekseiland,37382,Aino Plains 117,EE,North Irinaborough,,Priit Mount 91
,NL,Egmond-Binnen,6400 YE,Gerritring 67,AT,Rottenmann,,Maida-Kocher-Straße 11
,EE,Indrekmouth,67144,Matvejev Orchard 138,NL,Venhorst,,Mikastraat 133
,AT,Dürnstein,1474,Grünwaldplatz 18,NL,Slijkenburg,,Joëlboulevard 47
,AT,Oberpullendorf,5724,Weissplatz 30,EE,Lake Andreshaven,,Nõmme Hollow 68
,AT,Baden,2908,Danilo-Mitterlehner-Gasse 113,AT,Zistersdorf,,Aleksandra-Friedrich-Straße 11
,AT,Pregarten,5773,Karoline-Horak-Gasse 146,AT,Ybbs an der Donau,,Helmstr. 61
,NL,Tripscompagnie,8550 YW,Veerlehof 31,NL,'s-Graveland,,Mikepad 33
,EE,Kisseljovside,33477,Aleksandr Knolls 104,AT,Braunau am Inn,,Jasper-Heller-Gasse 49
,AT,Marchtrenk,4437,Hofstätterring 12,NL,2e Exloërmond,,Vincebaan 98
,NL,Hierden,5852 XF,Zoëweg 54,EE,Alexandermouth,,Jaan River 88
,NL,Bakhuizen,2328 GS,Meikelaan 31,AT,Stadtschlaining,,Lisa-Wöhrer-Straße 147
,EE,Port Viktor,23734,Anu Isle 106,AT,Wilhelmsburg,,Aichingerweg 17
,NL,Zevenhoven,4578 MH,Jasmijnweg 8,EE,Põderberg,,Ossipov Road 24
,NL,Ansen,8813 TF,Stefring 97,EE,West Sirjetown,,Kolk Stream 78
,AT,Liezen,4309,Lily-Rechberger-Ring 65,NL,Lengel,,Pimstraat 126
,NL,Farmsum,2103 QS,Esmeeweg 105,AT,Scheibbs,,Höflergasse 51
,AT,Schwanenstadt,1006,Petra-Falkner-Straße 107,NL,Puttershoek,,Rikstraat 122
,AT,Wieselburg,2431,Ellergasse 123,NL,Eindhoven,,Tijslaan 138
,AT,Trieben,6473,Frida-Yilmaz-Gasse 127,EE,East Nikolai,,Tarassov Mission 81
,EE,New Viktoria,59270,Marek Fords 19,EE,North Natalja,,Lebedev Extensions 76
,NL,Beutenaken,7993 AP,Gijsweg 99,NL,Nieuwe Pekela,,Rikdreef 97
,NL,Beek,8401 RT,Yaraweg 29,NL,Voorburg,,Juulsteeg 36
,AT,Wiener Neustadt,1976,Kernring 18,EE,Urmasland,,Anna Fork 68
,EE,Annaview,92404,Nadežda Spring 67,EE,Annuschester,,Laas Stream 41
,AT,Schwechat,3793,Laureen-Nowak-Weg 135,NL,Farmsum,,Esmeeweg 105
,AT,Zistersdorf,7590,Rothstr. 97,NL,Westerbroek,,Fennasteeg 133
,EE,Elenaville,91331,Maksim Crest 99,EE,Vladimirville,,Maria Stream 106
,AT,Mank,3433,Voglring 145,NL,Wijnjewoude,,Keanosingel 76
,AT,Neulengbach,9365,Florentina-Schweitzer-Gasse 39,EE,North Tiiuville,,Reet Club 38
,AT,Ternitz,4294,Justin-Gross-Straße 126,EE,Remmelview,,Nurk Forges 31
,NL,Monster,6397 YM,Joepboulevard 18,AT,Drosendorf-Zissersdorf 1,,Maurerstraße 58
,AT,Stadtschlaining,9765,Lisa-Wöhrer-Straße 147,AT,Wieselburg,,Alexandra-Hartl-Ring 8
,NL,Echteld,6042 AC,Berendpad 16,EE,Lake Annelistad,,Laura Lodge 8
,AT,Braunau am Inn,3125,Jasper-Heller-Gasse 49,NL,Westerbroek,,Fennasteeg 133
,AT,Herzogenburg,9244,Josef-Haderer-Ring 12,EE,North Tiinahaven,,Jekaterina Lake 44
,NL,Zeijerveen,5296 CJ,Mickring 114,AT,Wels,,Laureen-Brenner-Ring 121
,EE,Port Alekseiland,37382,Aino Plains 117,AT,Neulengbach,,Florentina-Schweitzer-Gasse 39
,AT,Eggenburg,1653,Veronika-Himmelbauer-Straße 79,AT,Mattersburg,,Jasmine-Puntigam-Platz 74
,AT,Bischofshofen,8418,Stögergasse 56,EE,Port Alekseiland,,Aino Plains 117
,NL,Beek,8401 RT,Yaraweg 29,EE,Lake Peeterfort,,Laura Ville 32
,NL,Sleen,5361 RW,Linnbaan 30,NL,Broekhuizenvorst,,Milanlaan 109
,EE,North Irinaborough,12187,Priit Mount 91,EE,East Valentinaside,,Mihkel Well 135
,EE,Enebury,74120,Müür Park 111,AT,Zwettl,,Jessica-Bachmann-Straße 83
,NL,Kerkrade,2575 PB,Lilysingel 63,NL,Echteld,,Bilalring 122
,NL,Blokzijl,8697 EV,Madeliefstraat 141,NL,'s-Graveland,,Mikepad 33
,NL,Haren Gn,2740 RV,Merlehof 84,EE,Mägichester,,Sokolov Turnpike 148
,NL,Egmond-Binnen,6400 YE,Gerritring 67,NL,Kerkrade,,Lilysingel 63
,AT,Purbach am Neusiedler See,2252,Milo-Jauk-Ring 63,EE,Jaanusborough,,Diana Island 107
,NL,Wehl,3890 QA,Martsingel 139,NL,Makkum,,Tarasteeg 102
,NL,Farmsum,2103 QS,Esmeeweg 105,AT,Oberndorf bei Salzburg,,Franz-Marx-Straße 1
,NL,Zijdewind,2212 BB,Aydenstraat 36,EE,Kozlovborough,,Paju Court 56
,AT,Feldkirchen,9505,Wirthstraße 27,AT,Marchtrenk,,Hofstätterring 12
,AT,Mariazell,5414,Matilda-Scherzer-Gasse 129,AT,Neulengbach,,Florentina-Schweitzer-Gasse 39
,AT,Wieselburg,2431,Ellergasse 123,EE,Andreiside,,Anne Stravenue 82
,AT,Ebenfurth,8571,Levi-Schweiger-Weg 114,AT,Traismauer,,Neumayerplatz 30
,AT,Scheibbs,6984,Höflergasse 51,EE,New Valentina,,Suvi Springs 104
,NL,Echteld,7621 AK,Bilalring 122,EE,Lake Triin,,Aasa Land 144
,NL,Markenbinnen,6167 FA,Lolastraat 72,EE,Enebury,,Müür Park 111
,NL,Markenbinnen,6167 FA,Lolastraat 72,NL,Broekhuizenvorst,,Milanlaan 109
,EE,North Marekbury,94678,Jaan Lights 107,NL,Ewijk,,Lukahof 42
,NL,Punthorst,2368 YL,Suzepad 34,NL,Pietersbierum,,Emmapad 48
,NL,Wehl,3890 QA,Martsingel 139,NL,Lengel,,Pimstraat 126
,EE,North Kristjan,19198,Tiina Fork 142,NL,Grubbenvorst,,Johannasingel 43
,AT,Trieben,6473,Frida-Yilmaz-Gasse 127,EE,North Aivarstad,,Indrek Stream 2
,AT,Mürzzuschlag,8603,Tiffany-Wimmer-Weg 50,EE,North Kristina,,Rätsep Mill 49
,NL,Blokzijl,8697 EV,Madeliefstraat 141,AT,Leibnitz,,Pendlring 71
,EE,Põderberg,78693,Ossipov Road 24,NL,Blokzijl,,Madeliefstraat 141
,EE,Reetbury,64161,Kaasik Field 107,AT,Trieben,,Frida-Yilmaz-Gasse 127
,AT,Althofen,2500,Mark-Rossmann-Ring 140,NL,Basse,,Amirabaan 48
,AT,Mistelbach an der Zaya,1305,Adamweg 34,EE,Jaanusburgh,,Gontšarov Square 129
,EE,Lake Triin,47768,Aasa Land 144,NL,Jouswier,,Liseboulevard 99
,AT,Altheim,2279,Manuel-Schwendinger-Weg 5,NL,Empe,,Kayleighpad 142
,NL,Beerze,2439 GU,Pepijnsteeg 115,AT,Waidhofen an der Ybbs,,Steinkellnergasse 54
,EE,North Natalja,19732,Lebedev Extensions 76,AT,Oberpullendorf,,Weissplatz 30
,EE,Lake Irinatown,86538,Laht Mews 133,NL,Puttershoek,,Rikstraat 122
,AT,Waidhofen an der Thaya,2791,Erhartstraße 85,NL,Velserbroek,,Damianhof 129
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,AT,Leibnitz,,Doblerplatz 23
,AT,Herzogenburg,9244,Josef-Haderer-Ring 12,EE,East Tiiuton,,Rand Point 116
,EE,Andreiside,45067,Anne Stravenue 82,NL,Lathum,,Amberhof 92
,AT,Bad Hall,7287,Fritschstraße 10,AT,Enns,,Alara-Reif-Weg 88
,EE,South Jüri,41096,Sarap Crest 87,AT,Raabs an der Thaya,,Tim-Scholz-Weg 102
,NL,Nieuwe Wetering,7551 DV,Fatimasteeg 138,NL,Westerbroek,,Fennasteeg 133
,AT,Mistelbach an der Zaya,1305,Adamweg 34,NL,Bovenkarspel,,Annemijnboulevard 149
,NL,Monster,6397 YM,Joepboulevard 18,NL,Eindhoven,,Tijslaan 138
,AT,Krems an der Donau,6060,Foidlstr. 65,AT,Frohnleiten,,Reichmannweg 137
,AT,Gmunden,3043,Marie-Jung-Ring 148,NL,Monster,,Joepboulevard 18
,EE,Urmasland,21111,Anna Fork 68,EE,North Natalja,,Lebedev Extensions 76
,AT,Schrattenthal,9535,Loiblplatz 8,AT,Radenthein,,Benjamin-Tischler-Platz 73
,EE,East Nikolai,80378,Tarassov Mission 81,AT,Leibnitz,,Pendlring 71
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,AT,Eggenburg,,Veronika-Himmelbauer-Straße 79
,AT,Hartberg,4189,Arda-Haindl-Ring 86,NL,Ewijk,,Lukahof 42
,AT,Oberpullendorf,5724,Weissplatz 30,NL,Empe,,Kayleighpad 142
,AT,Villach,2107,Verena-Riedmann-Straße 92,AT,Schrems,,Richard-Dorner-Weg 104
,EE,Lake Andreshaven,70072,Nõmme Hollow 68,EE,West Andrei,,Jelena Rapid 28
,NL,Wieringerwaard,4884 ND,Sennapad 149,NL,Vuren,,Aliciahof 116
,NL,Oldenzijl,4196 EO,Felixstraat 76,EE,North Tiinahaven,,Jekaterina Lake 44
,AT,Waidhofen an der Thaya,2791,Erhartstraße 85,NL,Den Horn,,Lotpad 136
,EE,Urmasland,21111,Anna Fork 68,AT,Gföhl,,Rosa-Sorger-Straße 82
,AT,Neulengbach,1341,Haasstr. 75,EE,Viksburgh,,Viktor Points 24
,EE,Lake Tõnushire,94797,Aivar Street 42,EE,Viktoriashire,,Tamme Port 139
,AT,Wiener Neustadt,1976,Kernring 18,AT,Wels,,Laureen-Brenner-Ring 121
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,AT,Trieben,,Melisa-Werner-Straße 111
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,NL,Echteld,,Berendpad 16
,NL,Punthorst,2368 YL,Suzepad 34,NL,Simpelveld,,Sennasteeg 120
,AT,Straßburg,8357,Pollakplatz 110,AT,Hainburg an der Donau,,Stefanie-Suppan-Ring 31
,AT,Villach,2107,Verena-Riedmann-Straße 92,AT,Schrattenthal,,Elisabeth-Rössler-Ring 94
,EE,Vladimirville,84750,Maria Stream 106,EE,South Jaanuschester,,Ossipov Crossroad 139
,AT,Schwanenstadt,1006,Petra-Falkner-Straße 107,AT,Waidhofen an der Thaya,,Erhartstraße 85
,NL,Deest,4644 TX,Mayastraat 90,AT,Schrattenthal,,Loiblplatz 8
,AT,Mautern an der Donau,9776,Isabella-Trinkl-Platz 135,AT,Wörgl,,Calvin-Mitter-Straße 50
,EE,North Irinaborough,12187,Priit Mount 91,NL,Beerze,,Pepijnsteeg 115
,AT,Bregenz,4948,Haslauerplatz 84,NL,'s-Graveland,,Mikepad 33
,EE,Urmasland,21111,Anna Fork 68,EE,South Meelis,,Aleksandr Pines 41
,AT,Straßburg,8357,Pollakplatz 110,AT,Leoben,,Konstantin-Koller-Ring 94
,EE,South Kristi,80489,Galina Villages 104,AT,Schrattenthal,,Elyas-Pieber-Gasse 121
,AT,Bischofshofen,8418,Stögergasse 56,AT,Oberndorf bei Salzburg,,Franz-Marx-Straße 1
,NL,2e Exloërmond,6794 GH,Vincebaan 98,AT,Schrattenthal,,Elisabeth-Rössler-Ring 94
,AT,Oberndorf bei Salzburg,5038,Luise-Reiter-Ring 102,EE,Indrekmouth,,Matvejev Orchard 138
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,EE,Mägichester,,Sokolov Turnpike 148
,AT,Marchtrenk,4437,Hofstätterring 12,NL,Oldenzijl,,Felixstraat 76
,AT,Fürstenfeld,2510,Marvin-Jahn-Straße 111,NL,Oppenhuizen,,Milahof 74
,EE,Elenafort,10405,Sergey Forge 83,AT,Bärnbach,,Schiestlweg 58
,EE,Langtown,76772,Anna Inlet 146,AT,Marchtrenk,,Claire-Posch-Ring 75
,NL,Voorburg,8196 WK,Juulsteeg 36,EE,Õunburgh,,Nadežda Parkway 139
,AT,Sankt Pölten,2851,Timon-Ecker-Ring 43,EE,North Kristjan,,Tiina Fork 142
,AT,Kufstein,2617,Dana-Edlinger-Straße 95,EE,Kozlovborough,,Paju Court 56
,AT,Hainfeld,7929,Zettlplatz 114,NL,Rijswijk (GLD),,Charlottebaan 71
,EE,Lake Annelistad,34954,Laura Lodge 8,AT,Wolfsberg,,Laureen-Heindl-Gasse 109
,AT,Mariazell,5414,Matilda-Scherzer-Gasse 129,NL,Oud Zuilen,,Lukassteeg 84
,EE,Tiitside,89287,Valentina Stravenue 16,NL,Kuitaart,,Bastiaanpad 40
,AT,Ebenfurth,8571,Levi-Schweiger-Weg 114,NL,Nieuwe Wetering,,Fatimasteeg 138
,NL,Renesse,9458 SS,Britthof 19,AT,Zwettl,,Jessica-Bachmann-Straße 83
,AT,Neunkirchen,3226,Boris-Ladner-Platz 8,AT,Wieselburg,,Alexandra-Hartl-Ring 8
,AT,Traismauer,9714,Neumayerplatz 30,EE,West Sirjetown,,Kolk Stream 78
,EE,Enebury,74120,Müür Park 111,NL,Monster,,Joepboulevard 18
,NL,Puttershoek,5658 QN,Rikstraat 122,AT,Retz,,Steinlechnerring 79
,AT,Scheibbs,6984,Höflergasse 51,AT,Krems an der Donau,,Foidlstr. 65
,EE,West Triin,45898,Nõmmik Views 107,NL,Farmsum,,Esmeeweg 105
,EE,Kisseljovside,33477,Aleksandr Knolls 104,AT,Zwettl,,Jessica-Bachmann-Straße 83
,EE,Sillasteberg,66820,Rein Trail 98,NL,IJsselham,,Merelhof 1
,AT,Ybbs an der Donau,8336,Helmstr. 61,NL,Steenenkamer,,Livsteeg 9
,AT,Schwanenstadt,1006,Petra-Falkner-Straße 107,AT,Fürstenfeld,,Nikolina-Kucera-Straße 39
,EE,Kristiinaburgh,43198,Reet Port 145,AT,Groß-Enzersdorf,,Katharina-Stecher-Ring 136
,EE,Elenaville,91331,Maksim Crest 99,EE,North Jekaterinastad,,Pavel Lock 86
,NL,Zevenhoven,4578 MH,Jasmijnweg 8,AT,Trieben,,Frida-Yilmaz-Gasse 127
,AT,Marchtrenk,7718,Claire-Posch-Ring 75,AT,Völkermarkt,,John-Varga-Straße 113
,EE,Kuuskmouth,18589,Olga Hollow 46,AT,Wieselburg,,Ellergasse 123
,EE,Langtown,76772,Anna Inlet 146,NL,Deest,,Mayastraat 90
,AT,Zistersdorf,8052,Aleksandra-Friedrich-Straße 11,EE,New Valentina,,Suvi Springs 104
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,AT,Marchtrenk,,Hofstätterring 12
,AT,Raabs an der Thaya,5206,Tim-Scholz-Weg 102,NL,Dreischor,,Martdreef 99
,EE,West Mihkelton,89155,Maslov Walk 8,AT,Schrems,,Matheo-Aschauer-Platz 119
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,NL,Laag-Keppel,,Emmabaan 11
,NL,'s-Graveland,5492 CV,Mikepad 33,EE,South Jaanuschester,,Ossipov Crossroad 139
,NL,Voorthuizen,1552 NU,Tiesweg 137,EE,Andreiside,,Anne Stravenue 82
,NL,Hierden,5852 XF,Zoëweg 54,NL,Nieuwe Pekela,,Rikdreef 97
,NL,Egmond-Binnen,6400 YE,Gerritring 67,EE,Sergejevmouth,,Toots Ridges 101
,AT,Retz,6077,Steinlechnerring 79,AT,Ferlach,,Fernando-Polzer-Platz 77
,EE,North Tiiuville,20501,Reet Club 38,EE,Annaview,,Aino Divide 11
,EE,Kuuskmouth,18589,Olga Hollow 46,EE,North Kristjan,,Tiina Fork 142
,EE,Ülleview,82106,Valeri Locks 82,EE,West Sirjetown,,Kolk Stream 78
,EE,East Alexanderhaven,35134,Anne Manor 145,EE,Viksburgh,,Viktor Points 24
,EE,Mägichester,53090,Sokolov Turnpike 148,AT,Neulengbach,,Haasstr. 75
,EE,Eveshire,98391,Tamara Trafficway 105,EE,South Jüri,,Sarap Crest 87
,NL,Oppenhuizen,7639 KX,Milahof 74,EE,North Natalja,,Lebedev Extensions 76
,EE,Sillasteberg,66820,Rein Trail 98,AT,Enns,,Alara-Reif-Weg 88
,NL,Laag-Keppel,5912 EL,Emmabaan 11,NL,Broekhuizenvorst,,Milanlaan 109
,EE,West Andrei,67560,Jelena Rapid 28,AT,Oberndorf bei Salzburg,,Luise-Reiter-Ring 102
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,EE,Annuschester,,Laas Stream 41
,AT,Kufstein,2617,Dana-Edlinger-Straße 95,NL,Rijswijk (GLD),,Charlottebaan 71
