label,left_addressCountry,left_addressLocality,left_postalCode,left_streetAddress,right_addressCountry,right_addressLocality,right_postalCode,right_streetAddress
,AT,Mürzzuschlag,8603,Tiffany-Wimmer-Weg 50,NL,Blesdijke,7031 CH,
,EE,Lake Tõnushire,94797,Aivar Street 42,AT,Gmunden,5878,
,NL,Meterik,9641 EG,Timpad 65,AT,Villach,2107,
,NL,Punthorst,7086 LB,Larastraat 137,EE,Ülleview,82106,
,AT,Schrattenthal,5869,Elisabeth-Rössler-Ring 94,NL,Farmsum,2103 QS,
,EE,Lake Annelistad,34954,Laura Lodge 8,NL,Echteld,6042 AC,
,EE,Kristiinaburgh,43198,Reet Port 145,AT,Schrems,5265,
,NL,Angeren,9800 AU,Daniweg 69,EE,Õunburgh,72780,
,EE,Toomasberg,18879,Anu Trace 90,NL,Steenenkamer,7522 PX,
,AT,Grieskirchen,9040,Alexander-Kopf-Weg 18,NL,Grubbenvorst,1868 RZ,
,AT,Raabs an der Thaya,9317,Scharfstr. 101,EE,North Natalja,19732,
,AT,Grieskirchen,9040,Alexander-Kopf-Weg 18,EE,West Mihkelton,89155,
,NL,Broekhuizenvorst,6061 BU,Milanlaan 109,NL,Makkum,1350 SM,
,NL,Zevenhoven,4578 MH,Jasmijnweg 8,EE,Sillasteberg,66820,
,AT,Ternitz,7599,Blauensteinerweg 102,NL,Jouswier,4694 LZ,
,EE,North Natalja,19732,Lebedev Extensions 76,AT,Stockerau,1207,
,EE,Langtown,76772,Anna Inlet 146,AT,Bad Leonfelden,2034,
,EE,Vladimirville,84750,Maria Stream 106,AT,Frohnleiten,6578,
,AT,Leibnitz,5161,Pendlring 71,NL,'s-Graveland,5492 CV,
,EE,West Mihkelton,89155,Maslov Walk 8,AT,Marchtrenk,4437,
,NL,Echteld,6042 AC,Berendpad 16,AT,Innsbruck,6940,
,AT,Mautern an der Donau,4451,Draxlergasse 17,EE,North Tiiuville,20501,
,NL,Vorden,9898 VS,Kyanboulevard 125,NL,Monster,6397 YM,
,AT,Purkersdorf,1916,Henrik-Reinprecht-Straße 8,NL,Uithoorn,9783 DD,
,EE,North Kristina,78705,Rätsep Mill 49,NL,Mander,9197 HA,
,NL,'s-Graveland,5492 CV,Mikepad 33,NL,Kuitaart,8918 NH,
,AT,Pregarten,5773,Karoline-Horak-Gasse 146,NL,Kerkrade,2575 PB,
,AT,Gmunden,9449,Aignergasse 94,AT,Wörgl,1110,
,AT,Liezen,4309,Lily-Rechberger-Ring 65,NL,Wehl,3890 QA,
,EE,West Sirjetown,55098,Kolk Stream 78,NL,Eindhoven,2501 AW,
,EE,North Kristina,78705,Rätsep Mill 49,AT,Marchtrenk,7718,
,NL,IJsselham,7370 DH,Merelhof 1,NL,Makkum,2114 MG,
,NL,Den Horn,7237 IN,Lotpad 136,NL,Hekelingen,8055 SW,
,EE,Reetbury,64161,Kaasik Field 107,AT,Oberndorf bei Salzburg,5038,
,EE,East Tiiuton,54724,Rand Point 116,AT,Trieben,3252,
,AT,Ferlach,6055,Fernando-Polzer-Platz 77,EE,Tuulikstad,28046,
,NL,Pietersbierum,2476 JN,Emmapad 48,AT,Wolfsberg,8575,
,NL,Achtmaal,7277 QZ,Suzeweg 129,AT,Dürnstein,6578,
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,EE,South Elena,57329,
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,EE,Kristiinaburgh,43198,
,EE,North Tiiuville,20501,Reet Club 38,EE,Kisseljovside,33477,
,EE,Gontšarovburgh,53738,Tiina Brooks 18,NL,Uithoorn,9783 DD,
,EE,Lake Raivo,33773,Sutt Route 145,NL,Oldenzijl,4196 EO,
,AT,Radenthein,3684,Stecherstraße 1,NL,Jouswier,4694 LZ,
,NL,Ansen,8813 TF,Stefring 97,AT,Mürzzuschlag,8603,
,NL,Vuren,2498 UD,Aliciahof 116,NL,Meterik,9641 EG,
,AT,Straßburg,8357,Pollakplatz 110,NL,Renesse,9458 SS,
,NL,Zeijerveen,5296 CJ,Mickring 114,NL,Eindhoven,2501 AW,
,AT,Groß-Enzersdorf,5588,Katharina-Stecher-Ring 136,AT,Pregarten,5773,
,EE,Lake Dianastad,99041,Tatiana Viaduct 72,AT,Baden,2908,
,NL,Steenenkamer,7522 PX,Livsteeg 9,AT,Radenthein,7127,
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,NL,Bovenkarspel,1203 IS,
,NL,Markenbinnen,6167 FA,Lolastraat 72,AT,Trieben,6473,
,AT,Zistersdorf,7590,Rothstr. 97,NL,Westerbroek,8337 QD,
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,AT,Bregenz,4948,
,AT,Rottenmann,4988,Elina-Wurzer-Platz 107,NL,2e Exloërmond,6794 GH,
,NL,Tripscompagnie,8550 YW,Veerlehof 31,EE,Kasemaabury,83887,
,AT,Köflach,1969,Fleischmanngasse 147,AT,Ebenfurth,8571,
,AT,Liezen,4309,Lily-Rechberger-Ring 65,AT,Braunau am Inn,3125,
,AT,Frohnleiten,2476,Reichmannweg 137,AT,Mistelbach an der Zaya,1305,
,AT,Bad Leonfelden,2034,Estelle-Suppan-Platz 79,AT,Rottenmann,4634,
,NL,Oud Zuilen,5579 YN,Lukassteeg 84,NL,Wieringerwaard,4884 ND,
,EE,Lake Raivo,33773,Sutt Route 145,AT,Grieskirchen,9040,
,NL,Wehl,3890 QA,Martsingel 139,EE,South Jaanuschester,93376,
,EE,Annaview,19618,Aino Divide 11,EE,East Alexanderhaven,35134,
,AT,Scheibbs,6984,Höflergasse 51,NL,Simpelveld,2743 UN,
,AT,Gmunden,9449,Aignergasse 94,EE,South Jüri,41096,
,AT,Schrems,5265,Richard-Dorner-Weg 104,AT,Leoben,7362,
,NL,Oppenhuizen,7639 KX,Milahof 74,EE,Lake Peeterfort,56464,
,EE,Kuuskmouth,18589,Olga Hollow 46,NL,Grubbenvorst,1868 RZ,
,AT,Bad Vöslau,8890,Kainzring 49,AT,Krems an der Donau,6060,
,EE,Enebury,74120,Müür Park 111,EE,South Meelis,74495,
,AT,Leibnitz,5161,Pendlring 71,NL,Hoofddorp,5788 LP,
,AT,Zwettl,9873,Jessica-Bachmann-Straße 83,EE,Ülleview,82106,
,EE,Palumouth,97685,Peeter Islands 42,NL,Markenbinnen,6167 FA,
,EE,North Sergeiburgh,56893,Villemson Ranch 78,AT,Wolfsberg,8575,
,EE,North Kristina,78705,Rätsep Mill 49,AT,Trieben,6473,
,AT,Purbach am Neusiedler See,2252,Milo-Jauk-Ring 63,AT,Schrems,5265,
,NL,Bovenkarspel,1203 IS,Annemijnboulevard 149,EE,Viktormouth,49275,
,AT,Mistelbach an der Zaya,1305,Adamweg 34,EE,Sillasteberg,66820,
,NL,Wapse,6493 TX,Aaliyahdreef 118,AT,Bad Leonfelden,2034,
,AT,Dürnstein,1474,Grünwaldplatz 18,EE,Reimanntown,75020,
,AT,Zwettl,9873,Jessica-Bachmann-Straße 83,NL,Beerze,2439 GU,
,EE,Port Viktor,23734,Anu Isle 106,EE,North Marekbury,94678,
,NL,Egmond-Binnen,6400 YE,Gerritring 67,EE,Lake Irinatown,86538,
,NL,Hidaard,1008 JC,Jasperhof 106,AT,Ternitz,7599,
,EE,North Tiiuville,20501,Reet Club 38,AT,Dürnstein,1474,
,EE,East Alexanderhaven,35134,Anne Manor 145,NL,Slijkenburg,9504 AE,
,AT,Bregenz,4948,Haslauerplatz 84,NL,Loënga,5768 LO,
,NL,Tonden,6650 HE,Sophiepad 68,EE,Kuuskmouth,18589,
,AT,Poysdorf,9968,Reichlgasse 149,AT,Leibnitz,5161,
,EE,Piretbury,76255,Laura Corners 45,EE,Triinfurt,51891,
,NL,Monster,6397 YM,Joepboulevard 18,EE,Eveshire,98391,
,AT,Stockerau,1207,Salzmannplatz 32,AT,Zistersdorf,8052,
,AT,Landeck,2308,Fitzstraße 14,NL,Dreischor,3354 WO,
,EE,Port Antsmouth,69810,Raag Stream 119,NL,Markenbinnen,6167 FA,
,AT,Bad Hall,7287,Fritschstraße 10,AT,Wilhelmsburg,9737,
,EE,Eveshire,98391,Tamara Trafficway 105,NL,Wehl,3890 QA,
,NL,Angeren,9800 AU,Daniweg 69,AT,Althofen,6456,
,NL,Deest,4644 TX,Mayastraat 90,AT,Sankt Valentin,3787,
,NL,Broekhuizenvorst,6061 BU,Milanlaan 109,EE,Annaview,19618,
,NL,Udenhout,8151 AR,Milanpad 127,NL,Echteld,6042 AC,
,AT,Rottenmann,4634,Lara-Schön-Weg 67,NL,Punthorst,2368 YL,
,EE,Lake Tõnushire,94797,Aivar Street 42,EE,Port Antsmouth,69810,
,EE,Viksburgh,72061,Viktor Points 24,AT,Frohnleiten,6578,
,AT,Gmunden,5878,Winterstr. 10,NL,Laag-Keppel,5912 EL,
,AT,Schrattenthal,5869,Elisabeth-Rössler-Ring 94,NL,Hekelingen,8055 SW,
,EE,Malleton,24650,Raadik Junctions 95,AT,Rottenmann,4634,
,NL,Laag-Keppel,5912 EL,Emmabaan 11,NL,Eindhoven,2501 AW,
,AT,Herzogenburg,9244,Josef-Haderer-Ring 12,EE,North Romanfurt,31917,
,EE,Elenaville,91331,Maksim Crest 99,AT,Wilhelmsburg,9737,
,NL,Kuitaart,8918 NH,Bastiaanpad 40,AT,Grieskirchen,9040,
,EE,Andreiside,45067,Anne Stravenue 82,EE,West Andrei,67560,
,EE,New Roman,13028,Katrin Spur 147,NL,Punthorst,7086 LB,
,NL,Hidaard,1008 JC,Jasperhof 106,EE,Ülleview,82106,
,NL,Wehl,3890 QA,Martsingel 139,AT,Rottenmann,6888,
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,AT,Traismauer,9714,
,AT,Wels,5487,Laureen-Brenner-Ring 121,EE,New Jelena,89190,
,EE,Kuuskmouth,18589,Olga Hollow 46,EE,Jevgenifort,84956,
,NL,Egmond-Binnen,6400 YE,Gerritring 67,NL,Hoofddorp,5788 LP,
,NL,Voorthuizen,1552 NU,Tiesweg 137,NL,IJsselham,7370 DH,
,EE,West Triin,45898,Nõmmik Views 107,AT,Bad Vöslau,8890,
,AT,Baden,2908,Danilo-Mitterlehner-Gasse 113,EE,Tõnuland,95547,
,NL,Barendrecht,9916 ZQ,Jeltesingel 32,AT,Bregenz,4948,
,EE,Kozlovborough,21696,Paju Court 56,AT,Mürzzuschlag,8603,
,AT,Retz,6077,Steinlechnerring 79,AT,Judenburg,8262,
,AT,Retz,6077,Steinlechnerring 79,NL,Uithoorn,9783 DD,
,EE,Kisseljovside,33477,Aleksandr Knolls 104,AT,Feldkirchen,2486,
,EE,South Meelis,74495,Aleksandr Pines 41,NL,Tonden,6650 HE,
,NL,Venhorst,1059 KC,Mikastraat 133,EE,Elenaville,91331,
,AT,Scheibbs,6984,Höflergasse 51,NL,Beutenaken,7993 AP,
,NL,Westerhoven,4010 ND,Sebastiaanhof 113,AT,Bischofshofen,8418,
,EE,Sergejevmouth,87483,Toots Ridges 101,AT,Dürnstein,6578,
,EE,North Irinaborough,12187,Priit Mount 91,EE,North Tiiuville,20501,
,NL,Echteld,7621 AK,Bilalring 122,NL,Punthorst,2368 YL,
,EE,East Juri,74582,Pavel Radial 80,EE,Reimanntown,75020,
,NL,Deest,4644 TX,Mayastraat 90,EE,East Anneburgh,58498,
,EE,New Roman,13028,Katrin Spur 147,EE,Annaview,92404,
,AT,Klagenfurt,4852,Klausring 2,AT,Stadtschlaining,3202,
,EE,Elenafort,10405,Sergey Forge 83,AT,Schrems,6626,
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,AT,Judenburg,8262,
,AT,Althofen,6456,Pachlergasse 7,NL,Voorburg,8196 WK,
,NL,Haren Gn,2740 RV,Merlehof 84,NL,Makkum,2114 MG,
,EE,Gontšarovburgh,53738,Tiina Brooks 18,NL,Kuitaart,8918 NH,
,AT,Baden,2908,Danilo-Mitterlehner-Gasse 113,AT,Bad Radkersburg,2617,
,NL,Tienray,9511 QK,Evelienpad 133,NL,Blesdijke,7031 CH,
,AT,Wiener Neustadt,1976,Kernring 18,NL,Wehl,3890 QA,
,NL,Steenenkamer,7522 PX,Livsteeg 9,EE,Aderport,41550,
,NL,Monster,6397 YM,Joepboulevard 18,EE,North Sergeiburgh,56893,
,AT,Leibnitz,7672,Doblerplatz 23,NL,Beerze,2439 GU,
,AT,Neulengbach,1341,Haasstr. 75,NL,Barendrecht,9916 ZQ,
,NL,Grootschermer,2812 AU,Isisring 85,NL,Deest,4644 TX,
,AT,Ternitz,4294,Justin-Gross-Straße 126,EE,Port Viktor,23734,
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,NL,Voorthuizen,1552 NU,
,AT,Freistadt,1267,Buchbergerring 81,AT,Drosendorf-Zissersdorf 1,2067,
,AT,Dürnstein,1474,Grünwaldplatz 18,AT,Bregenz,4948,
,AT,Marchtrenk,4437,Hofstätterring 12,AT,Raabs an der Thaya,5206,
,NL,Nieuwe Pekela,2569 KW,Rikdreef 97,AT,Mattersburg,3850,
,EE,Lake Annelistad,34954,Laura Lodge 8,EE,Pulkmouth,57994,
,NL,Vorden,9898 VS,Kyanboulevard 125,EE,Reetbury,64161,
,EE,Maiefurt,41478,Oras Locks 130,NL,Wetsens,5380 XN,
,EE,North Tiinahaven,82365,Jekaterina Lake 44,EE,Pulkmouth,57994,
,AT,Baden,1873,Barbara-Mitterlehner-Gasse 123,EE,North Jekaterinastad,97935,
,AT,Braunau am Inn,3125,Jasper-Heller-Gasse 49,AT,Enns,2160,
,EE,Port Alekseiland,37382,Aino Plains 117,AT,Feldkirchen,2486,
,EE,Aderport,41550,Nikiforov Mountains 28,AT,Schärding,2475,
,EE,Elenafort,10405,Sergey Forge 83,EE,Lake Raivo,33773,
,NL,Oppenhuizen,7639 KX,Milahof 74,AT,Bad Hall,9626,
,EE,Anneshire,31221,Rosenberg Crossroad 115,EE,North Irinaborough,12187,
,AT,Mank,3433,Voglring 145,EE,West Andrei,67560,
,NL,Echteld,6042 AC,Berendpad 16,AT,Rottenmann,4988,
,EE,Vainmouth,72093,Aino Cape 70,EE,East Alexanderhaven,35134,
,NL,Oldenzijl,4196 EO,Felixstraat 76,AT,Frohnleiten,9094,
,AT,Oberpullendorf,5724,Weissplatz 30,AT,Innsbruck,2915,
,AT,Gmunden,3043,Marie-Jung-Ring 148,EE,North Aivarstad,78822,
,NL,'s-Graveland,5492 CV,Mikepad 33,AT,Villach,2107,
,AT,Zistersdorf,8052,Aleksandra-Friedrich-Straße 11,EE,East Juri,74582,
,NL,Egmond-Binnen,6400 YE,Gerritring 67,AT,Neunkirchen,3226,
,NL,Tripscompagnie,8550 YW,Veerlehof 31,AT,Hainburg an der Donau,5910,
,EE,North Tiinahaven,82365,Jekaterina Lake 44,AT,Gänserndorf,8049,
,AT,Marchtrenk,7718,Claire-Posch-Ring 75,AT,Leoben,7362,
,EE,South Jaanuschester,93376,Ossipov Crossroad 139,AT,Gmunden,5878,
,AT,Gmunden,5878,Winterstr. 10,EE,South Jüri,41096,
,NL,Boerakker,1371 WB,Tijnring 65,EE,New Jelena,89190,
,AT,Mattersburg,3850,Jasmine-Puntigam-Platz 74,AT,Gmunden,5878,
,EE,Maiefurt,41478,Oras Locks 130,AT,Dürnstein,5667,
,AT,Amstetten,9831,Reischlstraße 16,AT,Krems an der Donau,6060,
,AT,Wiener Neustadt,1976,Kernring 18,AT,Oberwälz,7370,
,AT,Stockerau,1207,Salzmannplatz 32,EE,New Roman,13028,
,EE,Lake Triin,47768,Aasa Land 144,NL,Kuitaart,8918 NH,
,EE,New Roman,13028,Katrin Spur 147,AT,Wolfsberg,8575,
,AT,Enns,6783,Reischlstr. 110,EE,North Kristjan,19198,
,NL,Voorburg,8196 WK,Juulsteeg 36,AT,Purbach am Neusiedler See,2252,
,EE,Kisseljovside,33477,Aleksandr Knolls 104,EE,Andreiside,45067,
,AT,Bad Hall,7287,Fritschstraße 10,NL,Eindhoven,2501 AW,
,NL,Stiens,8173 CV,Lindseyhof 123,EE,Lake Irinatown,86538,
,AT,Ybbs an der Donau,8336,Helmstr. 61,EE,West Sirjetown,55098,
,NL,Haren Gn,2740 RV,Merlehof 84,EE,Maiefurt,41478,
,NL,Monster,6397 YM,Joepboulevard 18,EE,North Tiinahaven,82365,
,EE,Lake Irinatown,86538,Laht Mews 133,EE,East Sergey,30532,
,AT,Hainburg an der Donau,5910,Stefanie-Suppan-Ring 31,EE,South Jüri,41096,
,NL,Vorden,9898 VS,Kyanboulevard 125,NL,Wetsens,5380 XN,
,AT,Wilhelmsburg,9737,Aichingerweg 17,AT,Neunkirchen,3226,
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,AT,Schrattenthal,5709,
,AT,Ebenfurth,8571,Levi-Schweiger-Weg 114,AT,Schrattenthal,5869,
,EE,Urmasland,21111,Anna Fork 68,AT,Schrattenthal,5869,
,NL,Uithoorn,9783 DD,Sebastiaanhof 142,EE,East Sergey,30532,
,NL,Tripscompagnie,8550 YW,Veerlehof 31,AT,Stadtschlaining,9765,
,AT,Bad Radkersburg,2617,Wöhrerplatz 23,AT,Mariazell,5458,
,EE,New Viktoria,59270,Marek Fords 19,AT,Rottenmann,6888,
,AT,Hainfeld,7929,Zettlplatz 114,NL,Grootschermer,2812 AU,
,AT,Mank,3433,Voglring 145,AT,Groß-Enzersdorf,5588,
,NL,Nieuwe Wetering,7551 DV,Fatimasteeg 138,EE,West Triin,45898,
,AT,Marchtrenk,4437,Hofstätterring 12,AT,Frohnleiten,1017,
,AT,Feldkirchen,2486,Walterplatz 132,AT,Drosendorf-Zissersdorf 1,2067,
,EE,New Viktoria,59270,Marek Fords 19,NL,Angeren,9800 AU,
,AT,Mautern an der Donau,9776,Isabella-Trinkl-Platz 135,EE,Jaanusburgh,44952,
,AT,Ferlach,6055,Fernando-Polzer-Platz 77,EE,North Jekaterinastad,97935,
,AT,Marchtrenk,7718,Claire-Posch-Ring 75,EE,Port Antsmouth,69810,
,EE,South Jaanuschester,93376,Ossipov Crossroad 139,NL,Voorburg,8196 WK,
,AT,Bregenz,4948,Haslauerplatz 84,EE,Põderberg,78693,
,AT,Drosendorf-Zissersdorf 1,2067,Maurerstraße 58,AT,Trieben,6473,
,AT,Stockerau,1207,Salzmannplatz 32,NL,Voorburg,8196 WK,
,AT,Sankt Valentin,2330,Kalteneggerring 37,AT,Hainfeld,7929,
,NL,Vorden,9898 VS,Kyanboulevard 125,AT,Bad Radkersburg,2617,
,NL,Oldenzijl,4196 EO,Felixstraat 76,EE,South Kristi,80489,
,NL,Beerze,2439 GU,Pepijnsteeg 115,NL,Zevenhoven,4578 MH,
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,NL,Kuitaart,8918 NH,
,EE,South Elena,57329,Jekaterina Island 140,NL,Hoofddorp,5788 LP,
,AT,Bregenz,4948,Haslauerplatz 84,AT,Landeck,2308,
,EE,North Kristjan,19198,Tiina Fork 142,NL,Renesse,9458 SS,
,NL,Blokzijl,8697 EV,Madeliefstraat 141,NL,Jouswier,4694 LZ,
,NL,Sint Jansklooster,9210 KF,Noorweg 85,AT,Dürnstein,5667,
,EE,Jevgenifort,84956,Kadri Island 34,EE,Mägichester,53090,
,EE,West Sirjetown,55098,Kolk Stream 78,AT,Köflach,1969,
,AT,Mautern an der Donau,9776,Isabella-Trinkl-Platz 135,EE,North Tiiuville,20501,
,EE,Viktormouth,49275,Kiil Parks 137,AT,Zistersdorf,7590,
,AT,Althofen,6456,Pachlergasse 7,AT,Rottenmann,6888,
,AT,Trieben,6473,Frida-Yilmaz-Gasse 127,AT,Schrattenthal,9535,
,EE,Palumouth,97685,Peeter Islands 42,AT,Radenthein,3684,
,EE,South Jaanuschester,93376,Ossipov Crossroad 139,EE,Kasemaabury,83887,
,NL,Steenenkamer,7522 PX,Livsteeg 9,AT,Mistelbach an der Zaya,1305,
,AT,Mistelbach an der Zaya,1305,Adamweg 34,NL,Oud Zuilen,5579 YN,
,AT,Altheim,2279,Manuel-Schwendinger-Weg 5,AT,Enns,6783,
,NL,Punthorst,7086 LB,Larastraat 137,EE,Lake Tõnushire,94797,
,EE,New Viktoria,59270,Marek Fords 19,AT,Stadtschlaining,3202,
,AT,Poysdorf,9968,Reichlgasse 149,NL,Vorden,9898 VS,
,EE,North Irinaborough,12187,Priit Mount 91,AT,Frohnleiten,1017,
,EE,East Siimland,23309,Kondratjev Pike 122,EE,North Tiiuville,20501,
,AT,Groß-Enzersdorf,5588,Katharina-Stecher-Ring 136,EE,Lake Dianastad,99041,
,NL,Punthorst,2368 YL,Suzepad 34,EE,New Valentina,32408,
,NL,Oud Zuilen,5579 YN,Lukassteeg 84,AT,Sankt Valentin,2330,
,NL,Farmsum,2103 QS,Esmeeweg 105,AT,Rottenmann,2285,
,EE,Annaview,19618,Aino Divide 11,AT,Herzogenburg,9244,
,AT,Neulengbach,9365,Florentina-Schweitzer-Gasse 39,EE,Viksburgh,72061,
,AT,Pregarten,5773,Karoline-Horak-Gasse 146,NL,Voorburg,8196 WK,
,NL,Krewerd,4410 NO,Simonring 120,EE,Reimanntown,75020,
,AT,Hartberg,4189,Arda-Haindl-Ring 86,NL,Nieuw-Weerdinge,1897 GE,
,AT,Ferlach,6055,Fernando-Polzer-Platz 77,AT,Dürnstein,5667,
,NL,Den Horn,7237 IN,Lotpad 136,NL,Markenbinnen,6167 FA,
,NL,Meterik,9641 EG,Timpad 65,EE,New Jelena,89190,
,EE,Reimanntown,75020,Mäesalu Locks 135,AT,Ybbs an der Donau,8336,
,NL,Krewerd,4410 NO,Simonring 120,NL,Angeren,9800 AU,
,AT,Traismauer,9714,Neumayerplatz 30,AT,Schwechat,3793,
,NL,Monster,6397 YM,Joepboulevard 18,AT,Mariazell,5458,
,AT,Liezen,4309,Lily-Rechberger-Ring 65,EE,Kasemaabury,83887,
,AT,Leoben,7362,Konstantin-Koller-Ring 94,AT,Grieskirchen,9040,
,AT,Dürnstein,5667,Dana-Neumayr-Straße 111,NL,Grootschermer,2812 AU,
,NL,Farmsum,2103 QS,Esmeeweg 105,NL,Ansen,8813 TF,
,NL,Beerze,2439 GU,Pepijnsteeg 115,AT,Stadtschlaining,3202,
,EE,South Kristi,80489,Galina Villages 104,NL,Steenenkamer,7522 PX,
,NL,Hidaard,1008 JC,Jasperhof 106,NL,Eindhoven,2501 AW,
,AT,Rottenmann,4988,Elina-Wurzer-Platz 107,NL,Westerhoven,4010 ND,
,NL,Nieuwe Wetering,7551 DV,Fatimasteeg 138,AT,Hartberg,4189,
,EE,Sergejevmouth,87483,Toots Ridges 101,AT,Oberwälz,7370,
,EE,Annaview,19618,Aino Divide 11,AT,Sankt Valentin,3787,
,AT,Wörgl,1110,Calvin-Mitter-Straße 50,EE,Lake Raivo,33773,
,AT,Ternitz,7599,Blauensteinerweg 102,EE,Alexandermouth,54606,
,AT,Gmunden,5878,Winterstr. 10,NL,Bovenkarspel,1203 IS,
,AT,Trieben,3252,Melisa-Werner-Straße 111,EE,North Kristina,64165,
,AT,Waidhofen an der Thaya,2791,Erhartstraße 85,NL,Makkum,1350 SM,
,AT,Amstetten,9831,Reischlstraße 16,AT,Baden,1873,
,NL,Barendrecht,9916 ZQ,Jeltesingel 32,NL,Schaijk,2940 CD,
,AT,Hartberg,4189,Arda-Haindl-Ring 86,AT,Schärding,6152,
,AT,Klagenfurt,4852,Klausring 2,NL,Hidaard,1008 JC,
,AT,Mank,1500,Handlstr. 98,EE,North Romanfurt,31917,
,NL,'s-Graveland,5492 CV,Mikepad 33,AT,Mautern an der Donau,4451,
,AT,Liezen,4309,Lily-Rechberger-Ring 65,EE,Lake Dianastad,99041,
,EE,West Triin,45898,Nõmmik Views 107,AT,Landeck,2308,
,NL,Zijdewind,2212 BB,Aydenstraat 36,NL,Wapse,6493 TX,
,EE,New Viktoria,59270,Marek Fords 19,EE,Elenaville,91331,
,EE,Gontšarovburgh,53738,Tiina Brooks 18,NL,'s-Graveland,5492 CV,
,NL,Dreumel,5051 YZ,Stenpad 39,NL,Oppenhuizen,7639 KX,
