row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
318,6c68a5d4-9278-4e74-87a7-e214d3681e91,personName,Samuel Mejia,S. Mejia,Name Abbreviation,Person,Person319
318,6c68a5d4-9278-4e74-87a7-e214d3681e91,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person319
319,50409aef-62c5-4b47-9885-40d3bfb483a5,personName,Richard Curtis,Curtis Richard,Name Order Changes,Person,Person320
319,50409aef-62c5-4b47-9885-40d3bfb483a5,email,richardcurtis@healthcare.org,richardcbrtis@healthcare.org,Email Typo,HealthcarePersonnel,Person320
319,50409aef-62c5-4b47-9885-40d3bfb483a5,knowsLanguage,de,,omission,Person,Person320
320,cac92acb-72f1-4b08-a385-b123e82f47ca,jobTitle,GI Technician,GI Tecnhician,Job Title Typo,HealthcarePersonnel,Person321
320,cac92acb-72f1-4b08-a385-b123e82f47ca,jobTitle,GI Technician,,omission,HealthcarePersonnel,Person321
320,cac92acb-72f1-4b08-a385-b123e82f47ca,birthDate,1966-12-28,1966-28-12,Date Format Changes,Person,Person321
320,cac92acb-72f1-4b08-a385-b123e82f47ca,email,thomasadams@healthcare.org,thomaladams@healthcare.org,Email Typo,HealthcarePersonnel,Person321
321,a86cfb38-0425-444f-9e27-15e8e46a5e4f,personName,Mario Bond,M. Bond,Name Abbreviation,Person,Person322
321,a86cfb38-0425-444f-9e27-15e8e46a5e4f,email,mariobond@healthcare.org,mahiobond@healthcare.org,Email Typo,HealthcarePersonnel,Person322
321,a86cfb38-0425-444f-9e27-15e8e46a5e4f,jobTitle,Hematologist,,omission,HealthcarePersonnel,Person322
321,a86cfb38-0425-444f-9e27-15e8e46a5e4f,jobTitle,Hematologist,Hematologsit,Job Title Typo,HealthcarePersonnel,Person322
322,fd1ec008-2575-4290-bfa6-65bfdff5199e,jobTitle,Hematologist,Hematoloigst,Job Title Typo,HealthcarePersonnel,Person323
322,fd1ec008-2575-4290-bfa6-65bfdff5199e,jobTitle,Hematologist,,omission,HealthcarePersonnel,Person323
322,fd1ec008-2575-4290-bfa6-65bfdff5199e,birthDate,1971-10-15,1971-15-10,Date Format Changes,Person,Person323
323,4468f3b1-5ecb-479e-841c-76e28de031c4,birthDate,1971-11-06,06-11-1971,Birth Date Format Change,Person,Person324
323,4468f3b1-5ecb-479e-841c-76e28de031c4,personName,Teresa Davis,T. Davis,Name Abbreviation,Person,Person324
323,4468f3b1-5ecb-479e-841c-76e28de031c4,email,teresadavis@healthcare.org,teresaravis@healthcare.org,Email Typo,HealthcarePersonnel,Person324
323,4468f3b1-5ecb-479e-841c-76e28de031c4,knowsLanguage,et,,omission,Person,Person324
324,de858934-d4d9-48e9-99ec-d69b28d85e83,jobTitle,Women's Health Nurse,Woemn's Health Nurse,Job Title Typo,HealthcarePersonnel,Person325
324,de858934-d4d9-48e9-99ec-d69b28d85e83,birthDate,1990-01-15,15-01-1990,Birth Date Format Change,Person,Person325
324,de858934-d4d9-48e9-99ec-d69b28d85e83,email,matthewlyons@healthcare.org,,omission,HealthcarePersonnel,Person325
324,de858934-d4d9-48e9-99ec-d69b28d85e83,personName,Matthew Lyons,M. Lyons,Name Abbreviation,Person,Person325
325,7ff53d7d-b2f9-4c4f-89b6-c468195a84cb,personName,Amanda Williams,Williams Amanda,Name Order Changes,Person,Person326
325,7ff53d7d-b2f9-4c4f-89b6-c468195a84cb,email,amandawilliams@healthcare.org,amandawilsiams@healthcare.org,Email Typo,HealthcarePersonnel,Person326
325,7ff53d7d-b2f9-4c4f-89b6-c468195a84cb,birthDate,1977-09-08,,omission,Person,Person326
326,a74d1f05-7685-47bf-b302-fba80feba96b,jobTitle,Gastroenterologist,Gsatroenterologist,Job Title Typo,HealthcarePersonnel,Person327
326,a74d1f05-7685-47bf-b302-fba80feba96b,birthDate,1970-04-02,,omission,Person,Person327
326,a74d1f05-7685-47bf-b302-fba80feba96b,birthDate,1970-04-02,04-02-1970,Date Format Changes,Person,Person327
327,109ced8e-b455-4b19-9364-f2342f06ff0a,birthDate,1989-08-26,,omission,Person,Person328
327,109ced8e-b455-4b19-9364-f2342f06ff0a,birthDate,1989-08-26,1989-26-08,Date Format Changes,Person,Person328
327,109ced8e-b455-4b19-9364-f2342f06ff0a,email,crystalalexander@healthcare.org,crystalalexayder@healthcare.org,Email Typo,HealthcarePersonnel,Person328
327,109ced8e-b455-4b19-9364-f2342f06ff0a,jobTitle,Gastroenterologist,Gastroentreologist,Job Title Typo,HealthcarePersonnel,Person328
328,bc9dfed6-f9dd-4e54-b345-284c7570d674,jobTitle,Blood Bank Technologist,,omission,HealthcarePersonnel,Person329
328,bc9dfed6-f9dd-4e54-b345-284c7570d674,personName,Christopher Flores,Flores Christopher,Name Order Changes,Person,Person329
328,bc9dfed6-f9dd-4e54-b345-284c7570d674,jobTitle,Blood Bank Technologist,Blomd Bank Technologist,Job Title Typo,HealthcarePersonnel,Person329
329,3a98d017-c7de-4502-b74f-31a7726c928e,email,patriciawilson@healthcare.org,,omission,HealthcarePersonnel,Person330
329,3a98d017-c7de-4502-b74f-31a7726c928e,jobTitle,Endocrine Nurse,Endocrine uNrse,Job Title Typo,HealthcarePersonnel,Person330
329,3a98d017-c7de-4502-b74f-31a7726c928e,email,patriciawilson@healthcare.org,patrikiawilson@healthcare.org,Email Typo,HealthcarePersonnel,Person330
329,3a98d017-c7de-4502-b74f-31a7726c928e,personName,Patricia Wilson,Wilson Patricia,Name Order Change,Person,Person330
329,3a98d017-c7de-4502-b74f-31a7726c928e,birthDate,1968-09-05,05-09-1968,Birth Date Format Change,Person,Person330
329,3a98d017-c7de-4502-b74f-31a7726c928e,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person330
330,2cd7fb06-904e-4883-9778-a957813ddb4b,personName,Elizabeth Randolph,Randolph Elizabeth,Name Order Change,Person,Person331
330,2cd7fb06-904e-4883-9778-a957813ddb4b,jobTitle,Gastroenterologist,,omission,HealthcarePersonnel,Person331
330,2cd7fb06-904e-4883-9778-a957813ddb4b,birthDate,1971-07-18,18-07-1971,Birth Date Format Change,Person,Person331
330,2cd7fb06-904e-4883-9778-a957813ddb4b,jobTitle,Gastroenterologist,Gaktroenterologist,Job Title Typo,HealthcarePersonnel,Person331
330,2cd7fb06-904e-4883-9778-a957813ddb4b,knowsLanguage,de,German,Language Representation Change,Person,Person331
331,5a34a8b2-0890-4c8c-8ea0-8ad8a7ae6797,birthDate,1995-06-08,08-06-1995,Birth Date Format Change,Person,Person332
331,5a34a8b2-0890-4c8c-8ea0-8ad8a7ae6797,personName,Tina Preston,T. Preston,Name Abbreviation,Person,Person332
331,5a34a8b2-0890-4c8c-8ea0-8ad8a7ae6797,email,tinapreston@healthcare.org,tinapresxon@healthcare.org,Email Typo,HealthcarePersonnel,Person332
331,5a34a8b2-0890-4c8c-8ea0-8ad8a7ae6797,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person332
331,5a34a8b2-0890-4c8c-8ea0-8ad8a7ae6797,email,tinapreston@healthcare.org,,omission,HealthcarePersonnel,Person332
332,ae7d843f-4a77-408b-8f2d-dd8d978bf1eb,email,brandytaylor@healthcare.org,brandytaylfr@healthcare.org,Email Typo,HealthcarePersonnel,Person333
332,ae7d843f-4a77-408b-8f2d-dd8d978bf1eb,knowsLanguage,de,German,Language Abbreviation Expansion,Person,Person333
332,ae7d843f-4a77-408b-8f2d-dd8d978bf1eb,knowsLanguage,de,,omission,Person,Person333
333,d00fcb0d-ea12-4e96-a5cd-78ffa970cd01,jobTitle,Physical Therapist,,omission,HealthcarePersonnel,Person334
333,d00fcb0d-ea12-4e96-a5cd-78ffa970cd01,email,joseward@healthcare.org,joyeward@healthcare.org,Email Typo,HealthcarePersonnel,Person334
333,d00fcb0d-ea12-4e96-a5cd-78ffa970cd01,birthDate,1984-09-19,19-09-1984,Birth Date Format Change,Person,Person334
333,d00fcb0d-ea12-4e96-a5cd-78ffa970cd01,personName,Jose Ward,J. Ward,Name Abbreviation,Person,Person334
333,d00fcb0d-ea12-4e96-a5cd-78ffa970cd01,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person334
334,7efa37e7-5e14-4c4f-8d9b-598aec574e06,jobTitle,Clinical Genetics Specialist,lCinical Genetics Specialist,Job Title Typo,HealthcarePersonnel,Person335
334,7efa37e7-5e14-4c4f-8d9b-598aec574e06,knowsLanguage,et,,omission,Person,Person335
334,7efa37e7-5e14-4c4f-8d9b-598aec574e06,personName,Jacob Thomas,Thomas Jacob,Name Order Change,Person,Person335
334,7efa37e7-5e14-4c4f-8d9b-598aec574e06,email,jacobthomas@healthcare.org,jacobthomws@healthcare.org,Email Typo,HealthcarePersonnel,Person335
335,8be11555-18ca-43c2-beb4-66838641d7d2,knowsLanguage,et,et,Language Abbreviation Expansion,Person,Person336
335,8be11555-18ca-43c2-beb4-66838641d7d2,birthDate,1970-03-26,,omission,Person,Person336
335,8be11555-18ca-43c2-beb4-66838641d7d2,email,theodoregonzalez@healthcare.org,theodoregonzalez@healthcare.org,Email Typo,HealthcarePersonnel,Person336
336,20ac63b0-1e4d-4282-8839-4b4e3a3a8822,jobTitle,Infectious Disease Specialist,Infectious Disease Specialiht,Job Title Typo,HealthcarePersonnel,Person337
336,20ac63b0-1e4d-4282-8839-4b4e3a3a8822,personName,Tina Moore,T. Moore,Name Abbreviation,Person,Person337
336,20ac63b0-1e4d-4282-8839-4b4e3a3a8822,birthDate,1987-08-09,09-08-1987,Birth Date Format Change,Person,Person337
336,20ac63b0-1e4d-4282-8839-4b4e3a3a8822,email,tinamoore@healthcare.org,,omission,HealthcarePersonnel,Person337
337,f84ba842-fea0-4909-bcbd-cccf2556cd2b,birthDate,1980-08-21,,omission,Person,Person338
337,f84ba842-fea0-4909-bcbd-cccf2556cd2b,knowsLanguage,nl,Dutch,Language Abbreviation Expansion,Person,Person338
337,f84ba842-fea0-4909-bcbd-cccf2556cd2b,email,bettygonzalez@healthcare.org,betttgonzalez@healthcare.org,Email Typo,HealthcarePersonnel,Person338
338,6487448e-5071-4329-b7ff-321c1a042905,knowsLanguage,de,German,Language Representation Change,Person,Person339
338,6487448e-5071-4329-b7ff-321c1a042905,birthDate,1981-08-16,16-08-1981,Birth Date Format Change,Person,Person339
338,6487448e-5071-4329-b7ff-321c1a042905,email,meghanhamilton@healthcare.org,megoanhamilton@healthcare.org,Email Typo,HealthcarePersonnel,Person339
338,6487448e-5071-4329-b7ff-321c1a042905,personName,Meghan Hamilton,Hamilton Meghan,Name Order Change,Person,Person339
338,6487448e-5071-4329-b7ff-321c1a042905,jobTitle,Communication Disorders Specialist,,omission,HealthcarePersonnel,Person339
339,c3ce5418-c1c0-4b6d-beb5-c1ed28e1aacc,birthDate,1993-04-08,04-08-1993,Date Format Changes,Person,Person340
339,c3ce5418-c1c0-4b6d-beb5-c1ed28e1aacc,email,michaelsanchez@healthcare.org,michnelsanchez@healthcare.org,Email Typo,HealthcarePersonnel,Person340
339,c3ce5418-c1c0-4b6d-beb5-c1ed28e1aacc,jobTitle,Speech Pathologist,,omission,HealthcarePersonnel,Person340
340,a4d7c5eb-9fa3-44e5-b181-3e9814b0ed91,jobTitle,Pathologist,,omission,HealthcarePersonnel,Person341
340,a4d7c5eb-9fa3-44e5-b181-3e9814b0ed91,jobTitle,Pathologist,Pathologift,Job Title Typo,HealthcarePersonnel,Person341
340,a4d7c5eb-9fa3-44e5-b181-3e9814b0ed91,birthDate,1961-04-07,04-07-1961,Date Format Changes,Person,Person341
341,b1866726-73da-452f-9d79-673c19838fed,personName,Todd Murphy,T. Murphy,Name Abbreviations,Person,Person342
341,b1866726-73da-452f-9d79-673c19838fed,birthDate,2000-03-24,,omission,Person,Person342
341,b1866726-73da-452f-9d79-673c19838fed,jobTitle,Lab Technician,Lab Tcehnician,Job Title Typo,HealthcarePersonnel,Person342
341,b1866726-73da-452f-9d79-673c19838fed,email,toddmurphy@healthcare.org,toddmurpty@healthcare.org,Email Typo,HealthcarePersonnel,Person342
342,3c0fcc7f-f008-49e7-bbc7-e6345afbc29c,personName,Eric Garcia,Garcia Eric,Name Order Changes,Person,Person343
342,3c0fcc7f-f008-49e7-bbc7-e6345afbc29c,birthDate,1975-04-14,,omission,Person,Person343
342,3c0fcc7f-f008-49e7-bbc7-e6345afbc29c,jobTitle,Rheumatologist,Rneumatologist,Job Title Typo,HealthcarePersonnel,Person343
343,89ff50b3-ea93-4d96-9f95-460e20f29349,email,debbieruiz@healthcare.org,debbierubz@healthcare.org,Email Typo,HealthcarePersonnel,Person344
343,89ff50b3-ea93-4d96-9f95-460e20f29349,birthDate,1959-08-10,,omission,Person,Person344
343,89ff50b3-ea93-4d96-9f95-460e20f29349,personName,Debbie Ruiz,D. Ruiz,Name Abbreviations,Person,Person344
344,d9941dd1-93d4-41de-80de-417946e35928,birthDate,1981-02-20,,omission,Person,Person345
344,d9941dd1-93d4-41de-80de-417946e35928,personName,Bethany Herring,B. Herring,Name Abbreviation,Person,Person345
344,d9941dd1-93d4-41de-80de-417946e35928,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person345
344,d9941dd1-93d4-41de-80de-417946e35928,jobTitle,Gynecologist,Gyneeologist,Job Title Typo,HealthcarePersonnel,Person345
344,d9941dd1-93d4-41de-80de-417946e35928,birthDate,1981-02-20,20-02-1981,Birth Date Format Change,Person,Person345
345,fc914bbb-995e-4fcd-ab15-f0b575dd770d,jobTitle,Obstetrics Technician,,omission,HealthcarePersonnel,Person346
345,fc914bbb-995e-4fcd-ab15-f0b575dd770d,birthDate,1976-03-06,06-03-1976,Birth Date Format Change,Person,Person346
345,fc914bbb-995e-4fcd-ab15-f0b575dd770d,personName,Jessica Fisher,J. Fisher,Name Abbreviation,Person,Person346
345,fc914bbb-995e-4fcd-ab15-f0b575dd770d,jobTitle,Obstetrics Technician,Obstetrics Technicina,Job Title Typo,HealthcarePersonnel,Person346
346,0af6be50-0f37-4695-9a38-f5dccac11817,personName,Nathan Serrano,Serrano Nathan,Name Order Changes,Person,Person347
346,0af6be50-0f37-4695-9a38-f5dccac11817,jobTitle,Nephrologist,Neprhologist,Job Title Typo,HealthcarePersonnel,Person347
346,0af6be50-0f37-4695-9a38-f5dccac11817,knowsLanguage,de,,omission,Person,Person347
347,79d5cbf0-9216-450c-aae5-1e724938291d,email,brianchurchmd@healthcare.org,,omission,HealthcarePersonnel,Person348
347,79d5cbf0-9216-450c-aae5-1e724938291d,email,brianchurchmd@healthcare.org,brianchurched@healthcare.org,Email Typo,HealthcarePersonnel,Person348
347,79d5cbf0-9216-450c-aae5-1e724938291d,birthDate,1980-04-19,19-04-1980,Birth Date Format Change,Person,Person348
347,79d5cbf0-9216-450c-aae5-1e724938291d,knowsLanguage,de,German,Language Representation Change,Person,Person348
348,c47a0866-c83a-440d-adba-6e1ed23a1ef9,jobTitle,Nephrologist,Nehprologist,Job Title Typo,HealthcarePersonnel,Person349
348,c47a0866-c83a-440d-adba-6e1ed23a1ef9,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person349
348,c47a0866-c83a-440d-adba-6e1ed23a1ef9,personName,Thomas Villarreal,T. Villarreal,Name Abbreviation,Person,Person349
348,c47a0866-c83a-440d-adba-6e1ed23a1ef9,birthDate,1990-07-26,26-07-1990,Birth Date Format Change,Person,Person349
348,c47a0866-c83a-440d-adba-6e1ed23a1ef9,knowsLanguage,nl,,omission,Person,Person349
349,7f255bc8-4715-49b6-837c-9a13bd8b93f0,jobTitle,Medical Laboratory Scientist,Mediacl Laboratory Scientist,Job Title Typo,HealthcarePersonnel,Person350
349,7f255bc8-4715-49b6-837c-9a13bd8b93f0,knowsLanguage,de,German,Language Abbreviation Expansion,Person,Person350
349,7f255bc8-4715-49b6-837c-9a13bd8b93f0,knowsLanguage,de,,omission,Person,Person350
350,24a9aca6-f104-441d-a192-88de2570c5bb,knowsLanguage,de,German,Language Abbreviation Expansion,Person,Person351
350,24a9aca6-f104-441d-a192-88de2570c5bb,jobTitle,Lab Technician,Lab Technictan,Job Title Typo,HealthcarePersonnel,Person351
350,24a9aca6-f104-441d-a192-88de2570c5bb,jobTitle,Lab Technician,,omission,HealthcarePersonnel,Person351
351,096393bc-6053-4907-abb8-2733a2e0a226,birthDate,1987-10-02,02-10-1987,Birth Date Format Change,Person,Person352
351,096393bc-6053-4907-abb8-2733a2e0a226,jobTitle,Medical Laboratory Scientist,Mezical Laboratory Scientist,Job Title Typo,HealthcarePersonnel,Person352
351,096393bc-6053-4907-abb8-2733a2e0a226,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person352
351,096393bc-6053-4907-abb8-2733a2e0a226,personName,Frances Bullock,Bullock Frances,Name Order Change,Person,Person352
351,096393bc-6053-4907-abb8-2733a2e0a226,birthDate,1987-10-02,,omission,Person,Person352
352,f5ec0984-082c-47ac-9fb9-9362bf05ff7d,personName,Joshua Lucas,Lucas Joshua,Name Order Change,Person,Person353
352,f5ec0984-082c-47ac-9fb9-9362bf05ff7d,jobTitle,Infectious Disease Specialist,,omission,HealthcarePersonnel,Person353
352,f5ec0984-082c-47ac-9fb9-9362bf05ff7d,jobTitle,Infectious Disease Specialist,Infectious Disease Specirlist,Job Title Typo,HealthcarePersonnel,Person353
353,e65eab5b-cc1f-457e-817d-0fe17e75dbc7,personName,Dawn Yoder,Yoder Dawn,Name Order Change,Person,Person354
353,e65eab5b-cc1f-457e-817d-0fe17e75dbc7,birthDate,2000-03-18,18-03-2000,Birth Date Format Change,Person,Person354
353,e65eab5b-cc1f-457e-817d-0fe17e75dbc7,jobTitle,Infectious Disease Specialist,Inefctious Disease Specialist,Job Title Typo,HealthcarePersonnel,Person354
353,e65eab5b-cc1f-457e-817d-0fe17e75dbc7,knowsLanguage,de,,omission,Person,Person354
354,1785cf26-2dcb-4908-80b3-aee3af3666e6,birthDate,1997-12-27,27-12-1997,Birth Date Format Change,Person,Person355
354,1785cf26-2dcb-4908-80b3-aee3af3666e6,jobTitle,Communication Disorders Specialist,Communication Disorders Speciailst,Job Title Typo,HealthcarePersonnel,Person355
354,1785cf26-2dcb-4908-80b3-aee3af3666e6,personName,Joseph Allen,Allen Joseph,Name Order Change,Person,Person355
354,1785cf26-2dcb-4908-80b3-aee3af3666e6,email,josephallen@healthcare.org,jrsephallen@healthcare.org,Email Typo,HealthcarePersonnel,Person355
354,1785cf26-2dcb-4908-80b3-aee3af3666e6,birthDate,1997-12-27,,omission,Person,Person355
355,128b96ec-6eb8-4e1e-b3fd-dc03960ff0b3,email,kristenboyle@healthcare.org,,omission,HealthcarePersonnel,Person356
355,128b96ec-6eb8-4e1e-b3fd-dc03960ff0b3,jobTitle,Medical Laboratory Scientist,Medical Laborator yScientist,Job Title Typo,HealthcarePersonnel,Person356
355,128b96ec-6eb8-4e1e-b3fd-dc03960ff0b3,birthDate,2000-03-15,2000-15-03,Date Format Changes,Person,Person356
356,9ebb8f60-1f0c-4548-bd1a-0dc47c8ffa1c,jobTitle,Rheumatology Nurse,Rhxumatology Nurse,Job Title Typo,HealthcarePersonnel,Person357
356,9ebb8f60-1f0c-4548-bd1a-0dc47c8ffa1c,birthDate,1971-03-05,05-03-1971,Birth Date Format Change,Person,Person357
356,9ebb8f60-1f0c-4548-bd1a-0dc47c8ffa1c,knowsLanguage,et,,omission,Person,Person357
356,9ebb8f60-1f0c-4548-bd1a-0dc47c8ffa1c,personName,Jenna Rojas,Rojas Jenna,Name Order Change,Person,Person357
357,e80c677c-8e5a-481f-bf19-270328a3ea9d,birthDate,1984-09-08,08-09-1984,Birth Date Format Change,Person,Person358
357,e80c677c-8e5a-481f-bf19-270328a3ea9d,personName,Melanie Martinez,Martinez Melanie,Name Order Change,Person,Person358
357,e80c677c-8e5a-481f-bf19-270328a3ea9d,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person358
357,e80c677c-8e5a-481f-bf19-270328a3ea9d,jobTitle,Gynecologist,Gynecologsit,Job Title Typo,HealthcarePersonnel,Person358
357,e80c677c-8e5a-481f-bf19-270328a3ea9d,jobTitle,Gynecologist,,omission,HealthcarePersonnel,Person358
358,849f4239-4536-4730-9cb1-dd9e47e2a00d,birthDate,1965-11-07,,omission,Person,Person359
358,849f4239-4536-4730-9cb1-dd9e47e2a00d,personName,Janice Mitchell,Mitchell Janice,Name Order Change,Person,Person359
358,849f4239-4536-4730-9cb1-dd9e47e2a00d,email,janicemitchell@healthcare.org,janicemitcsell@healthcare.org,Email Typo,HealthcarePersonnel,Person359
359,86e280c0-6036-4f9c-a229-7cb2cf00f0a8,email,aliciaroach@healthcare.org,aliciarotch@healthcare.org,Email Typo,HealthcarePersonnel,Person360
359,86e280c0-6036-4f9c-a229-7cb2cf00f0a8,knowsLanguage,nl,,omission,Person,Person360
359,86e280c0-6036-4f9c-a229-7cb2cf00f0a8,personName,Alicia Roach,Roach Alicia,Name Order Changes,Person,Person360
359,86e280c0-6036-4f9c-a229-7cb2cf00f0a8,jobTitle,Speech Therapist,Speech Thearpist,Job Title Typo,HealthcarePersonnel,Person360
360,d8c844f6-8efb-4347-8ffe-f779a05b3e94,jobTitle,Pulmonary Function Technologist,Pulmonayr Function Technologist,Job Title Typo,HealthcarePersonnel,Person361
360,d8c844f6-8efb-4347-8ffe-f779a05b3e94,birthDate,1975-06-09,09-06-1975,Birth Date Format Change,Person,Person361
360,d8c844f6-8efb-4347-8ffe-f779a05b3e94,knowsLanguage,et,,omission,Person,Person361
360,d8c844f6-8efb-4347-8ffe-f779a05b3e94,personName,Kurt Gibbs,K. Gibbs,Name Abbreviation,Person,Person361
361,3ddba5de-facf-4d6f-81ba-33fc8676af8f,personName,Susan Dominguez,S. Dominguez,Name Abbreviation,Person,Person362
361,3ddba5de-facf-4d6f-81ba-33fc8676af8f,email,susandominguez@healthcare.org,susindominguez@healthcare.org,Email Typo,HealthcarePersonnel,Person362
361,3ddba5de-facf-4d6f-81ba-33fc8676af8f,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person362
361,3ddba5de-facf-4d6f-81ba-33fc8676af8f,birthDate,1987-06-17,17-06-1987,Birth Date Format Change,Person,Person362
361,3ddba5de-facf-4d6f-81ba-33fc8676af8f,email,susandominguez@healthcare.org,,omission,HealthcarePersonnel,Person362
362,0b51a9ad-d805-4d63-9ec3-2772b875691a,personName,Jennifer Bradford,J. Bradford,Name Abbreviations,Person,Person363
362,0b51a9ad-d805-4d63-9ec3-2772b875691a,email,jenniferbradford@healthcare.org,jenniferbradfozd@healthcare.org,Email Typo,HealthcarePersonnel,Person363
362,0b51a9ad-d805-4d63-9ec3-2772b875691a,jobTitle,Audiologist,,omission,HealthcarePersonnel,Person363
362,0b51a9ad-d805-4d63-9ec3-2772b875691a,jobTitle,Audiologist,Aduiologist,Job Title Typo,HealthcarePersonnel,Person363
363,79fd9a25-a11d-4deb-bb7a-91370432087e,jobTitle,Audiologist,,omission,HealthcarePersonnel,Person364
363,79fd9a25-a11d-4deb-bb7a-91370432087e,jobTitle,Audiologist,Audioyogist,Job Title Typo,HealthcarePersonnel,Person364
363,79fd9a25-a11d-4deb-bb7a-91370432087e,knowsLanguage,de,German,Language Representation Change,Person,Person364
363,79fd9a25-a11d-4deb-bb7a-91370432087e,personName,Daisy Guzman,D. Guzman,Name Abbreviation,Person,Person364
364,74888a36-52eb-4833-bc00-d47efb4acc65,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person365
364,74888a36-52eb-4833-bc00-d47efb4acc65,jobTitle,Hematologist,Hemaotlogist,Job Title Typo,HealthcarePersonnel,Person365
364,74888a36-52eb-4833-bc00-d47efb4acc65,email,andreahunter@healthcare.org,andreahunttr@healthcare.org,Email Typo,HealthcarePersonnel,Person365
364,74888a36-52eb-4833-bc00-d47efb4acc65,personName,Andrea Hunter,A. Hunter,Name Abbreviation,Person,Person365
364,74888a36-52eb-4833-bc00-d47efb4acc65,email,andreahunter@healthcare.org,,omission,HealthcarePersonnel,Person365
365,b6478818-3a56-4fc1-933a-50013b05fdfc,personName,Pamela Adams,Adams Pamela,Name Order Change,Person,Person366
365,b6478818-3a56-4fc1-933a-50013b05fdfc,birthDate,1986-04-09,09-04-1986,Birth Date Format Change,Person,Person366
365,b6478818-3a56-4fc1-933a-50013b05fdfc,email,pamelaadams@healthcare.org,pamelaadbms@healthcare.org,Email Typo,HealthcarePersonnel,Person366
365,b6478818-3a56-4fc1-933a-50013b05fdfc,jobTitle,Hematology Nurse,,omission,HealthcarePersonnel,Person366
366,4e01b0fa-2094-4f50-b75c-24b6c609e300,personName,Tina Dean,Dean Tina,Name Order Changes,Person,Person367
366,4e01b0fa-2094-4f50-b75c-24b6c609e300,knowsLanguage,de,,omission,Person,Person367
366,4e01b0fa-2094-4f50-b75c-24b6c609e300,email,tinadean@healthcare.org,tixadean@healthcare.org,Email Typo,HealthcarePersonnel,Person367
367,c895b25f-e847-4d41-a8ec-0a199ea96bf5,email,gregorylittle@healthcare.org,,omission,HealthcarePersonnel,Person368
367,c895b25f-e847-4d41-a8ec-0a199ea96bf5,personName,Gregory Little,G. Little,Name Abbreviation,Person,Person368
367,c895b25f-e847-4d41-a8ec-0a199ea96bf5,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person368
367,c895b25f-e847-4d41-a8ec-0a199ea96bf5,birthDate,1961-10-11,11-10-1961,Birth Date Format Change,Person,Person368
367,c895b25f-e847-4d41-a8ec-0a199ea96bf5,email,gregorylittle@healthcare.org,gregorllittle@healthcare.org,Email Typo,HealthcarePersonnel,Person368
368,31a6c415-ce0b-4962-865b-23d226972a37,knowsLanguage,de,German,Language Abbreviation Expansion,Person,Person369
368,31a6c415-ce0b-4962-865b-23d226972a37,email,danielgreen@healthcare.org,danielgrehn@healthcare.org,Email Typo,HealthcarePersonnel,Person369
368,31a6c415-ce0b-4962-865b-23d226972a37,jobTitle,Gastroenterologist,,omission,HealthcarePersonnel,Person369
369,30fda442-d2ea-47a5-9fb0-e79dc40de12c,knowsLanguage,nl,,omission,Person,Person370
369,30fda442-d2ea-47a5-9fb0-e79dc40de12c,knowsLanguage,nl,Dutch,Language Abbreviation Expansion,Person,Person370
369,30fda442-d2ea-47a5-9fb0-e79dc40de12c,jobTitle,GI Nurse,Ge Nurse,Job Title Typo,HealthcarePersonnel,Person370
370,41926d1d-b413-47b0-93b4-0da1ec053c0c,personName,Raymond Williams,Williams Raymond,Name Order Changes,Person,Person371
370,41926d1d-b413-47b0-93b4-0da1ec053c0c,knowsLanguage,de,,omission,Person,Person371
370,41926d1d-b413-47b0-93b4-0da1ec053c0c,email,raymondwilliams@healthcare.org,raymondwilliabs@healthcare.org,Email Typo,HealthcarePersonnel,Person371
371,d9544b06-b06b-4d46-aae5-a0f268b5ced8,email,dianapaul@healthcare.org,dianagaul@healthcare.org,Email Typo,HealthcarePersonnel,Person372
371,d9544b06-b06b-4d46-aae5-a0f268b5ced8,knowsLanguage,nl,,omission,Person,Person372
371,d9544b06-b06b-4d46-aae5-a0f268b5ced8,knowsLanguage,nl,Dutch,Language Abbreviation Expansion,Person,Person372
372,dfdf842f-4527-4a9d-8576-df50e1297cd6,personName,Benjamin Barnes,Barnes Benjamin,Name Order Changes,Person,Person373
372,dfdf842f-4527-4a9d-8576-df50e1297cd6,email,benjaminbarnes@healthcare.org,beajaminbarnes@healthcare.org,Email Typo,HealthcarePersonnel,Person373
372,dfdf842f-4527-4a9d-8576-df50e1297cd6,jobTitle,GI Nurse,,omission,HealthcarePersonnel,Person373
373,18ad5597-8099-4a05-a0cb-fcb1b4d365eb,jobTitle,Respiratory Therapist,Respiratory lherapist,Job Title Typo,HealthcarePersonnel,Person374
373,18ad5597-8099-4a05-a0cb-fcb1b4d365eb,birthDate,1962-11-05,05-11-1962,Birth Date Format Change,Person,Person374
