label,left_addressCountry,left_addressLocality,left_postalCode,left_streetAddress,right_addressCountry,right_addressLocality,right_postalCode,right_streetAddress
,EE,Lake Raivo,33773,Sutt Route 145,NL,Nieuwe Pekela,2569 KW,Rikdreef 97B
,EE,Lake Peeterfort,56464,Laura Ville 32,AT,Wieselburg,2431 ,Ellergasse 123
,AT,Traun,9775,Igor-Grüner-Weg 111,EE,Notrh Aivarstad,78822,Indrek Stream 2
,AT,Altheim,2279,Manuel-Schwendinger-Weg 5,AT,Ybbs an der Donau,8336 ,Helmstr. 61
,AT,Leibnitz,5161,Pendlring 71,AT,Neulengbach,1341,Haasstr. 75B
,NL,Haren Gn,2740 RV,Merlehof 84,EE,West Mihkelton,89155,Maslov Walk 8A
,AT,Bad Radkersburg,2617,Wöhrerplatz 23,NL,Pietersbierum,2476 JN,Emmapad 48C
,NL,Haren Gn,2740 RV,Merlehof 84,Austria,Rottenmann,2285,Madeleine-Teufl-Ring 6
,NL,Simpelveld,2743 UN,Sennasteeg 120,EE,Ãunubrgh,72780,Nadežda Parkway 139
,EE,Piretbury,76255,Laura Corners 45,EE,East Tiiuton,54724,Rand Point 116A
,NL,Wehl,3890 QA,Martsingel 139,NL,Vehorst,1059 KC,Mikastraat 133
,AT,Jennersdorf,4114,Nikola-Schwab-Ring 3,AT,Trieben,3252 ,Melisa-Werner-Straße 111
,NL,Deest,4644 TX,Mayastraat 90,AT,Baden,1873 ,Barbara-Mitterlehner-Gasse 123
,EE,Piretbury,76255,Laura Corners 45,EE,East Alexanderhavne,35134,Anne Manor 145
,AT,Oberpullendorf,5724,Weissplatz 30,NL,Laag-Keppel,5912 EL,Emmabaan 11B
,AT,Klagenfurt,4852,Klausring 2,EE,Sillasteberg,66820 ,Rein Trail 98
,AT,Schrattenthal,5709,Elyas-Pieber-Gasse 121,AT,Waidhofen an der Thaya,5432 ,Wilfingerring 135
,EE,New Viktoria,59270,Marek Fords 19,Austria,Raabs an der Thaya,5206,Tim-Scholz-Weg 102
,AT,Ebenfurth,8571,Levi-Schweiger-Weg 114,AT,Trieben,6473 ,Frida-Yilmaz-Gasse 127
,NL,Westerhoven,4010 ND,Sebastiaanhof 113,Estonia,New Jelena,89190,Kristi Creek 38
,AT,Mürzzuschlag,8603,Tiffany-Wimmer-Weg 50,AT,Waidhofen an der Thaya,5432 ,Wilfingerring 135
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,Netherlands,Renesse,9458 SS,Britthof 19
,NL,Uithoorn,9783 DD,Sebastiaanhof 142,AT,Zistersdorf,8052 ,Aleksandra-Friedrich-Straße 11
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,NL,Den Horn,7237IN,Lotpad 136
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,NL,Hekelinegn,8055 SW,Azraweg 17
,NL,Schaijk,2940 CD,Juliesingel 112,EE,Malldeton,24650,Raadik Junctions 95
,EE,Lake Raivo,33773,Sutt Route 145,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26A
,AT,Mürzzuschlag,8603,Tiffany-Wimmer-Weg 50,NL,Nieuwe Pekela,2569 KW,Rikdreef 97B
,NL,Udenhout,8151 AR,Milanpad 127,AT,Althofen,2500 ,Mark-Rossmann-Ring 140
,NL,Beerze,2439 GU,Pepijnsteeg 115,Austria,Raabs an der Thaya,5206,Tim-Scholz-Weg 102
,EE,Tõnuland,95547,Riina Gardens 123,AT,Ybbs an der Donau,8336 ,Helmstr. 61
,EE,South Marina,83491,Kuningas Pike 147,Austria,Retz,6077,Steinlechnerring 79
,EE,West Mihkelton,89155,Maslov Walk 8,NL,Echteeld,6042 AC,Berendpad 16
,AT,Grieskirchen,9040,Alexander-Kopf-Weg 18,EE,Sillasteberg,66820 ,Rein Trail 98
,AT,Althofen,6456,Pachlergasse 7,AT,Rnadenthein,7127,Benjamin-Tischler-Platz 73
,NL,Hoofddorp,5788 LP,Saarsteeg 12,NL,Keerkrade,2575 PB,Lilysingel 63
,AT,Baden,1873,Barbara-Mitterlehner-Gasse 123,Estonia,Alexandermouth,54606,Jaan River 88
,EE,Tiitside,89287,Valentina Stravenue 16,EE,Port Alekseiand,37382,Aino Plains 117
,AT,Radenthein,3684,Stecherstraße 1,NL,Boeraker,1371 WB,Tijnring 65
,AT,Grieskirchen,9040,Alexander-Kopf-Weg 18,AT,Ebefurth,8571,Levi-Schweiger-Weg 114
,NL,Blokzijl,8697 EV,Madeliefstraat 141,Austria,Mürzzuschlag,8603,Tiffany-Wimmer-Weg 50
,EE,Port Alekseiland,37382,Aino Plains 117,Netherlands,Angeren,9800 AU,Daniweg 69
,EE,West Mihkelton,89155,Maslov Walk 8,Estonia,Tõnuland,95547,Riina Gardens 123
,EE,Tiitside,89287,Valentina Stravenue 16,NL,Tienray,9511QK,Evelienpad 133
,AT,Dornbirn,6636,Erhartgasse 8,EE,Sillasteberg,66820 ,Rein Trail 98
,AT,Mattersburg,3850,Jasmine-Puntigam-Platz 74,EE,North Irinaborough,12187,Priit Mount 91B
,NL,Renesse,9458 SS,Britthof 19,Estonia,Port Viktor,23734,Anu Isle 106
,AT,Schrems,6626,Matheo-Aschauer-Platz 119,Austria,Schrattenthal,5709,Elyas-Pieber-Gasse 121
,EE,East Siimland,23309,Kondratjev Pike 122,AT,Radentheein,3684,Stecherstraße 1
,EE,Indrekmouth,67144,Matvejev Orchard 138,AT,Schrems,5265,Richard-Dorner-Weg 104B
,AT,Oberwälz,7370,Schützstraße 103,Estonia,Kasemaabury,83887,Tiiu Port 116
,EE,Tuulikstad,28046,Novikov Place 120,AT,Köflach,1969,Fleischmanngasse 147B
,AT,Radenthein,7127,Benjamin-Tischler-Platz 73,Estonia,North Marekbury,94678,Jaan Lights 107
,AT,Marchtrenk,4437,Hofstätterring 12,Austria,Oberndorf bei Salzburg,5038,Luise-Reiter-Ring 102
,NL,Sleen,5361 RW,Linnbaan 30,NL,Keerkrade,2575 PB,Lilysingel 63
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,NL,Ansen,8813 TF,Stefring 97C
,AT,Dürnstein,5667,Dana-Neumayr-Straße 111,NL,Ewsijk,3850 RP,Lukahof 42
,AT,Villach,2107,Verena-Riedmann-Straße 92,AT,Ternitz,7599,Blauensteinerweg 102C
,EE,West Triin,45898,Nõmmik Views 107,Austria,Sankt Pölten,2851,Timon-Ecker-Ring 43
,EE,Viktormouth,49275,Kiil Parks 137,AT,Sankt Valentin,2330 ,Kalteneggerring 37
,AT,Baden,1873,Barbara-Mitterlehner-Gasse 123,Netherlands,Hidaard,1008 JC,Jasperhof 106
,NL,Sleen,5361 RW,Linnbaan 30,AT,Althofen,2500 ,Mark-Rossmann-Ring 140
,AT,Schrattenthal,9535,Loiblplatz 8,AT,Tmraun,9775,Igor-Grüner-Weg 111
,AT,Bad Leonfelden,2034,Estelle-Suppan-Platz 79,EE,East Tiiuton,54724,Rand Point 116A
,AT,Ybbs an der Donau,8336,Helmstr. 61,Austria,Oberndorf bei Salzburg,5038,Luise-Reiter-Ring 102
,NL,Westerbroek,8337 QD,Fennasteeg 133,EE,Lake Irinatown,86538 ,Laht Mews 133
,AT,Trieben,3252,Melisa-Werner-Straße 111,AT,Frohnleiten,6578 ,Vito-Tanzer-Ring 46
,NL,Egmond-Binnen,6400 YE,Gerritring 67,AT,Wieselburg,2431 ,Ellergasse 123
,EE,Port Alekseiland,37382,Aino Plains 117,AT,Rnadenthein,7127,Benjamin-Tischler-Platz 73
,NL,Udenhout,8151 AR,Milanpad 127,AT,Landeck,2308,FitzstraÃe 14C
,EE,Lake Dianastad,99041,Tatiana Viaduct 72,Austria,Oberpullendorf,5724,Weissplatz 30
,AT,Radenthein,7127,Benjamin-Tischler-Platz 73,EE,New Viktoria,59270 ,Marek Fords 19
,AT,Amstetten,9831,Reischlstraße 16,AT,Leoben,7362 ,Konstantin-Koller-Ring 94
,NL,Kerkrade,2575 PB,Lilysingel 63,NL,Velserbroek,7518 QF,Damianhof 129C
,EE,Remmelview,87595,Nurk Forges 31,Netherlands,Slijkenburg,9504 AE,Joëlboulevard 47
,NL,Monster,6397 YM,Joepboulevard 18,Austria,Herzogenburg,9244,Josef-Haderer-Ring 12
,NL,Echteld,6042 AC,Berendpad 16,Netherlands,Hidaard,1008 JC,Jasperhof 106
,AT,Marchtrenk,4437,Hofstätterring 12,NL,Lobith,5348 TT,Samsteeg 87C
,NL,Den Horn,7237 IN,Lotpad 136,AT,Rnadenthein,7127,Benjamin-Tischler-Platz 73
,AT,Bad Hall,9626,Voglerstr. 135,Austria,Völkermarkt,7251,John-Varga-Straße 113
,EE,North Jekaterinastad,97935,Pavel Lock 86,NL,Haen Gn,2740 RV,Merlehof 84
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,Estonia,East Valentinaside,86682,Mihkel Well 135
,NL,Ansen,8813 TF,Stefring 97,EE,Notrh Aivarstad,78822,Indrek Stream 2
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,Austria,Amstetten,8952,Waldnergasse 42
,EE,Toomasberg,18879,Anu Trace 90,AT,Dürnstein,1474 ,Grünwaldplatz 18
,AT,Gmunden,9449,Aignergasse 94,AT,Bad Hall,9626,Voglerstr. 135A
,NL,Venhorst,1059 KC,Mikastraat 133,EE,North Romanfurt,31917,Priit Street 91C
,NL,Wetsens,5380 XN,Zakarialaan 46,NL,Nieuwe Pekela,2569 KW,Rikdreef 97B
,EE,Toomasberg,18879,Anu Trace 90,AT,Mariazell,5458,Richard-GamsjÃ¤ger-Weg 134B
,NL,Broekhuizenvorst,6061 BU,Milanlaan 109,AT,Bischofshofen,8418 ,Stögergasse 56
,AT,Traun,9775,Igor-Grüner-Weg 111,NL,Hoofddorp,5788 LP,Saarsteeg 12B
,AT,Drosendorf-Zissersdorf 1,2067,Maurerstraße 58,Austria,Amstetten,9831,Reischlstraße 16
,AT,Dürnstein,1474,Grünwaldplatz 18,NL,Echteeld,6042 AC,Berendpad 16
,AT,Traismauer,9714,Neumayerplatz 30,NL,Ansen,8813 TF,Stefring 97C
,AT,Mariazell,5414,Matilda-Scherzer-Gasse 129,Austria,Purbach am Neusiedler See,2252,Milo-Jauk-Ring 63
,EE,Gontšarovburgh,53738,Tiina Brooks 18,NL,Mander,9197HA,Mehmetstraat 86
,AT,Trieben,6473,Frida-Yilmaz-Gasse 127,EE,Annaview,92404,NadeÅ¾da Spring 67C
,EE,West Anna,34769,Olga Key 51,NL,Udenhout,8151 AR,Milanpad 127C
,NL,Lobith,5348 TT,Samsteeg 87,AT,Majriazell,5414,Matilda-Scherzer-Gasse 129
,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26,EE,Lakge Peeterfort,56464,Laura Ville 32
,EE,Kristiinaburgh,43198,Reet Port 145,EE,Lakge Peeterfort,56464,Laura Ville 32
,AT,Ternitz,4294,Justin-Gross-Straße 126,Austria,Amstetten,9831,Reischlstraße 16
,EE,South Marina,83491,Kuningas Pike 147,AT,Innbruck,6940,Ava-Schütz-Gasse 99
,NL,Tienray,9511 QK,Evelienpad 133,EE,North Kristina,64165 ,Kilk Corner 132
,EE,Pulkmouth,57994,Kalmus Trail 111,AT,Groß-Enzersdorf,5588 ,Katharina-Stecher-Ring 136
,EE,Remmelview,87595,Nurk Forges 31,AT,Bischofshofen,8418 ,Stögergasse 56
,AT,Mank,3433,Voglring 145,Netherlands,Nieuwe Wetering,7551 DV,Fatimasteeg 138
,EE,South Meelis,74495,Aleksandr Pines 41,Estonia,Kasemaabury,83887,Tiiu Port 116
,AT,Leibnitz,7672,Doblerplatz 23,EE,Annuscehster,41165,Laas Stream 41
,NL,Echteld,7621 AK,Bilalring 122,NL,Punthrost,7086 LB,Larastraat 137
,AT,Rottenmann,2285,Madeleine-Teufl-Ring 6,AT,Bischofshofen,8418 ,Stögergasse 56
,AT,Bruck an der Leitha,3820,Larissa-Eberharter-Ring 62,NL,Boeraker,1371 WB,Tijnring 65
,EE,West Andrei,67560,Jelena Rapid 28,NL,Keerkrade,2575 PB,Lilysingel 63
,AT,Leibnitz,5161,Pendlring 71,Netherlands,IJsselham,7370 DH,Merelhof 1
,AT,Fürstenfeld,2510,Marvin-Jahn-Straße 111,AT,Rnadenthein,7127,Benjamin-Tischler-Platz 73
,EE,Piretbury,76255,Laura Corners 45,NL,Sint Jansklooster,9210KF,Noorweg 85
,AT,Dürnstein,1474,Grünwaldplatz 18,EE,North Romanfurt,31917,Priit Street 91C
,NL,Egmond-Binnen,6400 YE,Gerritring 67,EE,Lake TÃµnshire,94797,Aivar Street 42
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,EE,Viksburgh,72061 ,Viktor Points 24
,EE,Lake Irinatown,86538,Laht Mews 133,NL,Blokzijl,8697EV,Madeliefstraat 141
,NL,Sint Jansklooster,9210 KF,Noorweg 85,NL,Waspe,6493 TX,Aaliyahdreef 118
,NL,Nieuwe Wetering,7551 DV,Fatimasteeg 138,Austria,Bad Radkersburg,2617,Wöhrerplatz 23
,NL,Tienray,9511 QK,Evelienpad 133,NL,Makkum,1350SM,Noortjesteeg 33
,NL,Achtmaal,7277 QZ,Suzeweg 129,EE,East Tiiuton,54724,Rand Point 116A
,NL,Venhorst,1059 KC,Mikastraat 133,AT,Jennersdorf,4114,Nikola-Schwab-Ring 3B
,EE,Piretbury,76255,Laura Corners 45,AT,Rnadenthein,7127,Benjamin-Tischler-Platz 73
,EE,Mägichester,53090,Sokolov Turnpike 148,EE,Westt Anna,34769,Olga Key 51
,EE,New Viktoria,59270,Marek Fords 19,Austria,Rottenmann,6888,Maida-Kocher-Straße 11
,EE,Lake Andreshaven,70072,Nõmme Hollow 68,AT,Kuafstein,2617,Dana-Edlinger-Straße 95
,EE,West Sirjetown,55098,Kolk Stream 78,Estonia,Piretbury,76255,Laura Corners 45
,AT,Neulengbach,9365,Florentina-Schweitzer-Gasse 39,Austria,Purbach am Neusiedler See,2252,Milo-Jauk-Ring 63
,AT,Kufstein,2617,Dana-Edlinger-Straße 95,EE,Lake Irinatown,86538 ,Laht Mews 133
,NL,Achtmaal,7277 QZ,Suzeweg 129,NL,Keerkrade,2575 PB,Lilysingel 63
,NL,Wieringerwaard,4884 ND,Sennapad 149,Austria,Amstetten,8952,Waldnergasse 42
,NL,Jouswier,4694 LZ,Liseboulevard 99,Estonia,Alexandermouth,54606,Jaan River 88
,AT,Frohnleiten,6578,Vito-Tanzer-Ring 46,AT,Bda Hall,7287,Fritschstraße 10
,AT,Rottenmann,6888,Maida-Kocher-Straße 11,EE,South Meelis,74495,Aleksandr Pines 41A
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,NL,Rjswijk (GLD),4124 IT,Charlottebaan 71
,AT,Völkermarkt,7251,John-Varga-Straße 113,EE,Viktormouth,49275,Kiil Parks 137A
,AT,Kufstein,2617,Dana-Edlinger-Straße 95,AT,Sankt Valentin,2330 ,Kalteneggerring 37
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,EE,Reetbury,64161 ,Kaasik Field 107
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,EE,Viksburgh,72061 ,Viktor Points 24
,AT,Völkermarkt,7251,John-Varga-Straße 113,NL,Nieuwe Pekela,2569 KW,Rikdreef 97B
,EE,East Juri,74582,Pavel Radial 80,AT,Mank,9672 ,Hoferplatz 2
,EE,Jevgenifort,84956,Kadri Island 34,NL,Trijpscompagnie,8550 YW,Veerlehof 31
,AT,Grieskirchen,9040,Alexander-Kopf-Weg 18,Austria,Bad Radkersburg,2617,Wöhrerplatz 23
,AT,Völkermarkt,7251,John-Varga-Straße 113,AT,Ebefurth,8571,Levi-Schweiger-Weg 114
,EE,East Anneburgh,58498,Luik Garden 129,Estonia,Urmasland,21111,Anna Fork 68
,AT,Gföhl,7399,Rosa-Sorger-Straße 82,Netherlands,Hidaard,1008 JC,Jasperhof 106
,EE,North Kristina,78705,Rätsep Mill 49,Estonia,Piretbury,76255,Laura Corners 45
,AT,Rottenmann,6888,Maida-Kocher-Straße 11,AT,Wiener Neustadt,1976,Kernring 18C
,EE,North Aivarstad,78822,Indrek Stream 2,AT,Bad Hall,9626,Voglerstr. 135A
,EE,West Mihkelton,89155,Maslov Walk 8,AT,Pysdorf,9968,Reichlgasse 149
,AT,Gföhl,7399,Rosa-Sorger-Straße 82,EE,Tuulikstad,28046,Novikov Place 120C
,EE,Piretbury,76255,Laura Corners 45,EE,Reetbury,64161 ,Kaasik Field 107
,NL,Westerbroek,8337 QD,Fennasteeg 133,AT,Oberndorf bei Slazburg,2976,Franz-Marx-Straße 1
,NL,Deest,4644 TX,Mayastraat 90,Estonia,Toomasberg,18879,Anu Trace 90
,NL,Hekelingen,8055 SW,Azraweg 17,NL,Punthorst,2368YL,Suzepad 34
,AT,Sankt Pölten,2851,Timon-Ecker-Ring 43,NL,Tienray,9511QK,Evelienpad 133
,AT,Zwettl,9873,Jessica-Bachmann-Straße 83,Austria,Oberndorf bei Salzburg,5038,Luise-Reiter-Ring 102
,EE,Sergejevmouth,87483,Toots Ridges 101,EE,East Juri,74582 ,Pavel Radial 80
,NL,Angeren,9800 AU,Daniweg 69,NL,Wesens,5380 XN,Zakarialaan 46
,EE,South Meelis,74495,Aleksandr Pines 41,Estonia,East Valentinaside,86682,Mihkel Well 135
,EE,East Siimland,23309,Kondratjev Pike 122,AT,Gföhl,7399 ,Rosa-Sorger-Straße 82
,EE,Malleton,24650,Raadik Junctions 95,AT,Drosendorf-Zissersdorf 1,2067,MaurerstraÃe 58A
,NL,Uithoorn,9783 DD,Sebastiaanhof 142,NL,Jouswiier,4694 LZ,Liseboulevard 99
,AT,Traun,9775,Igor-Grüner-Weg 111,Estonia,Ülleview,82106,Valeri Locks 82
,AT,Gmunden,3043,Marie-Jung-Ring 148,EE,Kozlovborough,21696,Paju Court 56B
,NL,Achtmaal,7277 QZ,Suzeweg 129,AT,Drosendorf-Zissersdorf 1,2067,MaurerstraÃe 58A
,AT,Neulengbach,1341,Haasstr. 75,AT,Ba dLeonfelden,2034,Estelle-Suppan-Platz 79
,NL,Blesdijke,7031 CH,Carlijnsteeg 86,AT,Bischofshofen,8418 ,Stögergasse 56
,EE,Annaview,19618,Aino Divide 11,AT,Ba dLeonfelden,2034,Estelle-Suppan-Platz 79
,AT,Mautern an der Donau,4451,Draxlergasse 17,Estonia,Alexandermouth,54606,Jaan River 88
,AT,Mank,3433,Voglring 145,NL,Hekelinegn,8055 SW,Azraweg 17
,NL,Makkum,1350 SM,Noortjesteeg 33,EE,Jaanusborough,52268,Diana Island 107C
,EE,Annaview,92404,Nadežda Spring 67,AT,Schrems,5265,Richard-Dorner-Weg 104B
,NL,Meterik,9641 EG,Timpad 65,NL,Blokzijl,8697EV,Madeliefstraat 141
,NL,Wehl,3890 QA,Martsingel 139,NL,Egmound-Binnen,6400 YE,Gerritring 67
,AT,Leibnitz,7672,Doblerplatz 23,NL,Schaijk,2940CD,Juliesingel 112
,NL,Venhorst,1059 KC,Mikastraat 133,AT,Dornbirn,6636 ,Erhartgasse 8
,EE,Indrekmouth,67144,Matvejev Orchard 138,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26A
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,Estonia,South Marina,83491,Kuningas Pike 147
,AT,Sankt Pölten,2851,Timon-Ecker-Ring 43,NL,Blokzijl,8697EV,Madeliefstraat 141
,EE,Viksburgh,72061,Viktor Points 24,Austria,Purbach am Neusiedler See,2252,Milo-Jauk-Ring 63
,EE,Tuulikstad,28046,Novikov Place 120,AT,Kuafstein,2617,Dana-Edlinger-Straße 95
,AT,Kindberg,3707,Selena-Rohrer-Gasse 137,AT,DÃ¼rsntein,5667,Dana-Neumayr-Straße 111
,EE,Tuulikstad,28046,Novikov Place 120,Austria,Oberpullendorf,5724,Weissplatz 30
,EE,West Triin,45898,Nõmmik Views 107,NL,Wehl,3890QA,Martsingel 139
,EE,North Kristjan,19198,Tiina Fork 142,EE,Viktormouth,49275,Kiil Parks 137A
,EE,Lake Triin,47768,Aasa Land 144,AT,Bad Vöslau,8890 ,Kainzring 49
,EE,Lake Peeterfort,56464,Laura Ville 32,NL,Hekelinegn,8055 SW,Azraweg 17
,AT,Sankt Valentin,2330,Kalteneggerring 37,NL,Vehorst,1059 KC,Mikastraat 133
,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26,NL,Udenhout,8151 AR,Milanpad 127C
,NL,Blokzijl,8697 EV,Madeliefstraat 141,EE,Annuscehster,41165,Laas Stream 41
,AT,Fürstenfeld,2510,Marvin-Jahn-Straße 111,NL,Vehorst,1059 KC,Mikastraat 133
,AT,Gänserndorf,8049,Nikolai-Scheucher-Ring 93,AT,Pregarten,5773,Karoline-Horak-Gasse 146C
,EE,East Anneburgh,58498,Luik Garden 129,NL,Mander,9197HA,Mehmetstraat 86
,EE,East Sander,51250,Urb Point 70,NL,Hekelinegn,8055 SW,Azraweg 17
,NL,Egmond-Binnen,6400 YE,Gerritring 67,Netherlands,Nieuwe Wetering,7551 DV,Fatimasteeg 138
,NL,Krewerd,4410 NO,Simonring 120,AT,Gmunden,9449 ,Aignergasse 94
,EE,New Jelena,89190,Kristi Creek 38,NL,Echteeld,6042 AC,Berendpad 16
,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26,EE,Kuuskmouth,18589,Olga Hollow 46A
,NL,Mander,9197 HA,Mehmetstraat 86,Austria,Rottenmann,2285,Madeleine-Teufl-Ring 6
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,Estonia,Aderport,41550,Nikiforov Mountains 28
,AT,Zistersdorf,7590,Rothstr. 97,AT,Wieselburg,2431 ,Ellergasse 123
,NL,Nieuwe Pekela,2569 KW,Rikdreef 97,EE,Langton,76772,Anna Inlet 146
,NL,Makkum,1350 SM,Noortjesteeg 33,NL,Beek,8401 RT,Yaraweg 29B
,EE,Annaview,92404,Nadežda Spring 67,NL,Hoofddorp,5788 LP,Saarsteeg 12B
,NL,Grootschermer,2812 AU,Isisring 85,AT,Zistersdorf,8052 ,Aleksandra-Friedrich-Straße 11
,AT,Schrattenthal,5709,Elyas-Pieber-Gasse 121,NL,Sleen,5361RW,Linnbaan 30
,AT,Althofen,6456,Pachlergasse 7,NL,Echteld,7621 AK,Bilalring 122A
,AT,Mautern an der Donau,4451,Draxlergasse 17,AT,Mariazell,5458,Richard-GamsjÃ¤ger-Weg 134B
,EE,South Marina,83491,Kuningas Pike 147,AT,DÃ¼rsntein,5667,Dana-Neumayr-Straße 111
,AT,Amstetten,8952,Waldnergasse 42,EE,South Meelis,74495,Aleksandr Pines 41A
,AT,Rottenmann,4634,Lara-Schön-Weg 67,AT,Fürstenfeld,2510 ,Marvin-Jahn-Straße 111
,EE,New Valentina,32408,Suvi Springs 104,Netherlands,Slijkenburg,9504 AE,Joëlboulevard 47
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,AT,Drosendorf-Zissersdorf 1,2067,MaurerstraÃe 58A
,AT,Pregarten,5773,Karoline-Horak-Gasse 146,AT,Majriazell,5414,Matilda-Scherzer-Gasse 129
,AT,Feldkirchen,9505,Wirthstraße 27,AT,Krems an der Donau,6060 ,Foidlstr. 65
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,Netherlands,Meterik,9641 EG,Timpad 65
,AT,Oberndorf bei Salzburg,2976,Franz-Marx-Straße 1,EE,Lake Irinatown,86538 ,Laht Mews 133
,NL,Westerbroek,8337 QD,Fennasteeg 133,NL,Tonden,6650HE,Sophiepad 68
,EE,Vainmouth,72093,Aino Cape 70,Austria,Kindberg,3707,Selena-Rohrer-Gasse 137
,AT,Gänserndorf,8049,Nikolai-Scheucher-Ring 93,AT,Gmunden,5878 ,Winterstr. 10
,AT,Herzogenburg,9244,Josef-Haderer-Ring 12,AT,Tmraun,9775,Igor-Grüner-Weg 111
,EE,West Mihkelton,89155,Maslov Walk 8,AT,Gmunden,5878 ,Winterstr. 10
,EE,Port Viktor,23734,Anu Isle 106,NL,Haen Gn,2740 RV,Merlehof 84
,EE,North Kristina,78705,Rätsep Mill 49,AT,Zwettl,9873,Jessica-Bachmann-StraÃe 83B
,NL,Jouswier,4694 LZ,Liseboulevard 99,AT,Sankt Valentin,2330 ,Kalteneggerring 37
,AT,Jennersdorf,4114,Nikola-Schwab-Ring 3,AT,Frohnleiten,6578 ,Vito-Tanzer-Ring 46
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,AT,Groß-Enzersdorf,5588 ,Katharina-Stecher-Ring 136
,AT,Rottenmann,6888,Maida-Kocher-Straße 11,AT,Gänserndorf,8049 ,Nikolai-Scheucher-Ring 93
,AT,Pregarten,5773,Karoline-Horak-Gasse 146,AT,Waidhofen an der Thaya,5432 ,Wilfingerring 135
,NL,Deest,4644 TX,Mayastraat 90,AT,Oberwälz,7370 ,Schützstraße 103
,AT,Sankt Pölten,2851,Timon-Ecker-Ring 43,AT,Enns,2160,Alara-Reif-Weg 88B
,AT,Schrems,6626,Matheo-Aschauer-Platz 119,AT,Leoben,7362 ,Konstantin-Koller-Ring 94
,AT,Villach,2107,Verena-Riedmann-Straße 92,EE,North Kristia,78705,Rätsep Mill 49
,EE,West Anna,34769,Olga Key 51,NL,Achtmaal,7277 QZ,Suzeweg 129C
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,AT,Fürstenfeld,2510 ,Marvin-Jahn-Straße 111
,AT,Sankt Valentin,2330,Kalteneggerring 37,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26A
,AT,Ferlach,6055,Fernando-Polzer-Platz 77,AT,Liezn,4309,Lily-Rechberger-Ring 65
,AT,Oberndorf bei Salzburg,2976,Franz-Marx-Straße 1,Austria,Kindberg,3707,Selena-Rohrer-Gasse 137
