label,left_availableLanguage,left_contactType,left_email,left_faxNumber,left_telephone,right_availableLanguage,right_contactType,right_email,right_faxNumber,right_telephone
,['nl'],Information,SantanaShaw.Surgical@dept.healthcare.org,+31(0)203-943740,034 8340854,"['de', 'en']",Emergency,Obrein.Nursing@dept.healthcare.org,323.303.3837x25660,654-421-5099x63625
,['nl'],Staff,WilliamsWilliams.Community@dept.healthcare.org,047 5469681,+31209-986267,['nl'],Information,Nash.Pharmacy@dept.healthcare.nl,+31(0)585-898643,+3168-2180831
,['nl'],Staff,PriceRobinson.Emergency@dept.healthcare.org,+3113 1233851,(0361) 141526,['et'],Administrative,Garrett@healthcare.et,671.948.4185x83989,339-733-2871
,['et'],Staff,Austin.Psychiatric@dept.healthcare.org,743-658-1950x5910,001-403-489-0102x079,['de'],Notfall,Garcia.Psychiatric@dept.healthcare.org,915.499.8919x25474,463-459-4238
,"['nl', 'en']",Appointments,PriceRobinson.Obstetric@dept.healthcare.org,0879 859362,(031)-9509423,"['et', 'en']",Information,Arnold.Renal@dept.healthcare.et,5366036318,424-377-9740x712
,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455,"['nl', 'en']",Appointments,Nash.Anesthesia@dept.healthcare.nl,(0083) 787995,040 0925263
,['et'],General Inquiries,Arnold@healthcare.org,795-239-8522,600.540.4943x8856,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.de,815-467-9103x12707,891.719.2729x010
,['et'],Information,Fisher.Genetic@dept.healthcare.org,5434557439,695.588.1376x68944,"['et', 'en']",Billing,Austin@healthcare.et,8826759451,416-588-2223
,['nl'],Referrals,Nash.Nursing@dept.healthcare.org,041 5604324,053 6068424,"['de', 'en']",Emergency,Smth.Midwifery@dept.healthcare.org,001-688-531-1568,001-868-851-8970x3860
,['nl'],Staff,WilliamsWilliams.Community@dept.healthcare.org,+31894 020185,090-0938555,"['nl', 'en']",verwijzingen,PriceRobinson.Endocrine@dept.healthcare.org,013 7153472,+31926-844529
,['nl'],Information,PriceRobinson.Gastroenterologic@dept.healthcare.org,+31664-381415,(0945) 365865,['de'],Termine,Newton.Emergency@dept.healthcare.org,001-656-365-7299x03631,923-433-4113x710
,"['nl', 'en']",Appointments,ValenciaThomas.Geriatric@dept.healthcare.org,081-1413435,0437-924097,"['de', 'en']",Information,Smith.Radiography@dept.healthcare.org,736.858.0559x7376,+1-441-795-0924
,['de'],Staff,Newton.Podiatric@dept.healthcare.org,(615)203-8619x181,(399)510-6064x458,['nl'],Referrals,Chan.nfectious@dept.healthcare.org,(0118)-449657,+31(0)70-5750575
,"['nl', 'en']",Appointments,Chan.Rheumatologic@dept.healthcare.org,0759-981290,+31(0)73 0808776,['nl'],Staff,WilliamsWilliams.Community@dept.healthcare.nl,+31894 020185,090-0938555
,"['et', 'en']",Emergency,Arnold.Speech@dept.healthcare.org,633-885-3094x4978,563.621.3624x987,"['de', 'en']",Emergency,Obrein.Nursing@dept.healthcare.org,323.303.3837x25660,654-421-5099x63625
,"['et', 'en']",Staff,Green.Public@dept.healthcare.org,356-293-8088,397-985-3806x55803,['de'],Information,Cook.Community@dept.healthcare.de,001-746-576-8721x0996,350-227-5088
,['et'],General Inquiries,Green@healthcare.org,275.615.9179x533,886-684-8339,"['et', 'en']",hÃ¤daolukord,Bishop.Endocrine@dept.healthcare.org,733.591.6805x084,(676)411-4213x94209
,"['nl', 'en']",Referrals,Nash.Gastroenterologic@dept.healthcare.org,+31(0)082 111913,0090 292719,"['de', 'en']",Referrals,Johnson.Gnecologic@dept.healthcare.org,(704)280-9843x0781,+1-684-878-6942
,"['et', 'en']",Emergency,Arnold.Nursing@dept.healthcare.org,375-594-9393,+1-660-751-7435x7670,"['nl', 'en']",Emergency,PriceRobinson.Respiratory@dept.healthcare.nl,+31(0)97-1305645,0740 190587
,"['de', 'en']",Appointments,Guerrero.Geriatric@dept.healthcare.org,500.653.0708,001-299-358-0386x8709,['et'],personal,Mathis.Psychiatric@dept.healthcare.org,935-578-6833x61770,+1-557-350-1390x164
,['de'],Referrals,Williams.Dentistry@dept.healthcare.org,+1-589-928-6405x208,001-318-412-2405,['et'],Billing,Bshop@healthcare.org,(231)226-7835,+1-945-373-2585x7675
,"['et', 'en']",Staff,Austin.Surgical@dept.healthcare.org,595-499-9067x12703,+1-560-464-8118,['et'],suunamine,Brady.Gastroenterologic@dept.healthcare.org,(449)232-8774x711,001-999-641-5126
,"['et', 'en']",Emergency,Green.Urologic@dept.healthcare.org,643.515.7458,(778)908-5327,['nl'],Information,SantanSahaw.Primary@dept.healthcare.org,+3122 5638455,048-5521781
,['nl'],General Inquiries,Lam@healthcare.org,+31(0)33-4088601,(0844)-301912,['de'],Appointments,Newton.Toxicologic@dept.healthcare.de,(867)714-4618,(901)538-2849
,['et'],Emergency,Green.Respiratory@dept.healthcare.org,742.994.3126x2390,544.622.9322,['et'],Referrals,Brady.Musculoskelletal@dept.healthcare.org,207.723.5310x6769,654-695-1507x9259
,"['de', 'en']",Appointments,ReedFry.Endocrine@dept.healthcare.org,797.626.1494x025,+1-274-335-9196,"['et', 'en']",Staff,Green.Public@dept.healthcare.et,356-293-8088,397-985-3806x55803
,"['de', 'en']",Appointments,Guerrero.Toxicologic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602,"['et', 'en']",Staff,Austin.Spurgical@dept.healthcare.org,595-499-9067x12703,+1-560-464-8118
,['de'],Information,Cook.Pulmonary@dept.healthcare.org,382-494-9741,759.370.5975x4947,"['et', 'en']",Administrative,Fisher@healthcare.et,873.957.6070,318.777.2785x2646
,['de'],Appointments,Smith.Speech@dept.healthcare.org,313-281-1819,+1-916-238-0262x16583,"['nl', 'en']",personeel,BuckBurke.Laboratory@dept.healthcare.org,+31610-043398,0565-447879
,['de'],Referrals,LeePatton.Hematologic@dept.healthcare.org,(831)743-2871x79740,784-732-2007x2721,['et'],Appointments,Brady.Cardioovascular@dept.healthcare.org,+1-829-821-2282,+1-245-243-6001x29592
,['de'],Information,Guerrero.Rheumatologic@dept.healthcare.org,(925)213-1356x2211,001-237-869-9643,"['de', 'en']",Information,Obrien.Geriatric@dept.healthcare.de,2518578223,680.695.9773x931
,['nl'],Referrals,ValenciaThomas.Pulmonary@dept.healthcare.org,(041)-7298482,+3115-3711172,"['nl', 'en']",Information,WilliamsWilliams.Gastroenterologic@dept.healthcare.nl,0530-539813,(054)-1527076
,['de'],Staff,Baker.Urologic@dept.healthcare.org,(233)265-2900,(629)875-5172x249,"['de', 'en']",Appointments,Guerrero.Toxiclogic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602
,"['et', 'en']",Information,Green.Community@dept.healthcare.org,+1-892-897-5956x928,001-237-952-0782x64973,"['de', 'en']",Referrals,LeePatton.Pahtology@dept.healthcare.org,(667)512-4257,+1-709-625-5689x829
,['nl'],Information,ValenciaThomas.Public@dept.healthcare.org,+3160-6655565,(020) 6208561,"['et', 'en']",Information,Arnold.Obstetric@dept.healthcare.et,+1-222-594-2249,+1-514-546-9752x519
,['de'],Billing,ReedFry@healthcare.org,(910)501-5751x7594,(612)420-9981x39981,"['de', 'en']",Information,Obrien.Geriatric@dept.healthcare.de,2518578223,680.695.9773x931
,"['et', 'en']",Appointments,Carter.Cardiovascular@dept.healthcare.org,504.730.3584x06533,(576)959-0019x977,"['et', 'en']",teave,Green.Community@dept.healthcare.org,+1-892-897-5956x928,001-237-952-0782x64973
,"['nl', 'en']",Information,WilliamsWilliams.Gastroenterologic@dept.healthcare.org,0530-539813,(054)-1527076,['de'],Abrechnung,Smith@healthcare.org,4353574485,001-604-450-9322x7175
,['nl'],Billing,ValenciaThomas@healthcare.org,(035)-5645641,(054)-6921658,['et'],Staff,Arrnold.Dermatology@dept.healthcare.org,+1-286-771-2721x647,799.475.4308x95127
,"['nl', 'en']",Emergency,FaulknerHoward.Toxicologic@dept.healthcare.org,0270 452519,059-3880588,['de'],Personal,Obrien.Anesthesia@dept.healthcare.org,922-656-0053x878,6013030717
,"['de', 'en']",Information,Obrien.Optometric@dept.healthcare.org,525.316.1891x9953,001-592-222-2836x8684,"['et', 'en']",Referrals,Daniel.Neurologic@dept.healthcare.et,7762925773,876-767-5502x71852
,['de'],Referrals,Obrien.Diet@dept.healthcare.org,+1-675-496-3345,+1-432-267-7778x59022,"['de', 'en']",Notfall,Newton.Endocrine@dept.healthcare.org,9515762700,964-588-3497x992
,['nl'],General Inquiries,Lam@healthcare.org,+31(0)33-4088601,(0844)-301912,['de'],Appointments,LeePatton.Dermatology@dept.healthcare.de,209-363-4597x2938,(563)742-8996x132
,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455,"['nl', 'en']",Information,Chan.Endocrie@dept.healthcare.org,074-3882542,+31(0)38 7027910
,"['de', 'en']",Staff,ReedFry.Neurologic@dept.healthcare.org,(454)262-6764x3430,501.828.4795x741,['de'],Ãberweisungen,Obrien.Gastroenterologic@dept.healthcare.org,+1-754-412-2438x90681,325.313.9825x177
,['de'],Referrals,Obrien.Gastroenterologic@dept.healthcare.org,+1-754-412-2438x90681,325.313.9825x177,"['de', 'en']",Administrative,Baker@healthcare.de,001-617-585-5103x374,820-929-8300
,"['nl', 'en']",Information,BuckBurke.Pulmonary@dept.healthcare.org,+31300-477006,0520 195182,"['et', 'en']",teave,Bishop.Infectious@dept.healthcare.org,3486296654,838.506.7347x8750
,"['de', 'en']",Referrals,ReedFry.Midwifery@dept.healthcare.org,+1-654-297-7018,(206)249-1658x8042,"['de', 'en']",Referrals,ReedFry.Midwifery@dept.healthcare.de,+1-654-297-7018,(206)249-1658x8042
,['de'],Information,Garcia.Pulmonary@dept.healthcare.org,520.890.7788,519-441-3491x16725,"['de', 'en']",Appointments,Baker.Optometqric@dept.healthcare.org,001-677-770-8160x985,601.890.5258
,['de'],Emergency,Smith.Pathology@dept.healthcare.org,(203)449-4197x29415,962-548-4908x482,['nl'],Emergency,ValenciaThormas.Geriatric@dept.healthcare.org,067-0090355,+31(0)16-6103758
,['et'],Staff,Austin.Rheumatologic@dept.healthcare.org,(890)673-4942x31631,(403)407-5452x6468,"['nl', 'en']",Appointments,ValenciaThomas.Geriatric@dept.healthcare.nl,081-1413435,0437-924097
,"['nl', 'en']",Referrals,SantanaShaw.Rheumatologic@dept.healthcare.org,(0834)-606772,+31(0)02 0865150,"['de', 'en']",Referrals,ReedFry.Midwifery@dept.healthcare.de,+1-654-297-7018,(206)249-1658x8042
,['nl'],Staff,PriceRobinson.Emergency@dept.healthcare.org,+3113 1233851,(0361) 141526,['nl'],Emergency,Riggs.Pulmonary@dept.healthcare.org,+31(0)641 894827,(074)-6598211
,['de'],Information,Obrien.Hematologic@dept.healthcare.org,001-566-292-2396,+1-342-322-0338x1177,"['de', 'en']",Appointments,Guerrero.Toxiclogic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602
,"['nl', 'en']",Referrals,PriceRobinson.Rheumatologic@dept.healthcare.org,+31(0)86 3381050,0901-133345,['nl'],noodgeval,Chan.Diet@dept.healthcare.org,+3146 3195626,(0953) 248826
,"['et', 'en']",Appointments,Garrett.Otolaryngologic@dept.healthcare.org,802-509-8453,3928436755,['de'],Termine,ReedFry.Pediatric@dept.healthcare.org,998.575.7524x3580,001-531-706-4992x229
,"['nl', 'en']",Media Relations,BuckBurke@healthcare.org,(0620)-743615,+31607 599449,"['nl', 'en']",Algemene vragen,Nash@healthcare.org,+31(0)06-9602714,0935 233769
,"['et', 'en']",Staff,Fisher.Public@dept.healthcare.org,+1-559-950-7694,(383)248-6763,"['nl', 'en']",Algemene vragen,Nash@healthcare.org,+31(0)06-9602714,0935 233769
,"['nl', 'en']",Appointments,ValenciaThomas.Geriatric@dept.healthcare.org,081-1413435,0437-924097,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.de,815-467-9103x12707,891.719.2729x010
,"['et', 'en']",Information,LongMartinez.Physiotherapy@dept.healthcare.org,(849)440-4525x5757,(995)800-1949x4682,['de'],Referrals,GibbsReese.Iwnfectious@dept.healthcare.org,(674)609-2621,339.362.3101
,"['nl', 'en']",Appointments,SantanaShaw.Urologic@dept.healthcare.org,+31(0)56 2847314,(099)-0102983,['et'],ametisse nimetamine,Bishop.Pathology@dept.healthcare.org,337-222-1289,001-227-419-5814x380
,"['nl', 'en']",Referrals,ValenciaThomas.Endocrine@dept.healthcare.org,(058)-7351419,(041) 0559302,"['de', 'en']",Termine,Smith.Community@dept.healthcare.org,(990)864-4884,(368)683-7733
,"['nl', 'en']",Referrals,SantanaShaw.Rheumatologic@dept.healthcare.org,(0834)-606772,+31(0)02 0865150,['de'],Information,Garcia.Surgical@dept.healthcare.de,724-394-4204,461-244-2234x2253
,"['et', 'en']",Information,Mathis.Primary@dept.healthcare.org,+1-715-440-4006x5079,913-765-4098,['de'],Information,Williams.Toxicologic@dept.healthcare.de,779-474-3605,381-716-0035x63569
,['de'],Staff,Garcia.Midwifery@dept.healthcare.org,001-224-907-5758x349,(825)518-9729,['nl'],Staff,WilliamsWilliams.Communtiy@dept.healthcare.org,047 5469681,+31209-986267
,['et'],Referrals,Daniel.Primary@dept.healthcare.org,9322973887,688.430.5334x4664,"['de', 'en']",Appointments,Guerrero.Toxiclogic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602
,"['nl', 'en']",Media Relations,BuckBurke@healthcare.org,(0620)-743615,+31607 599449,['de'],Appointments,Garcia.Aneesthesia@dept.healthcare.org,+1-208-361-6405x0051,9987000694
,"['et', 'en']",Billing,Austin@healthcare.org,8826759451,416-588-2223,['et'],hÃ¤daolukord,Green.Anesthesia@dept.healthcare.org,+1-559-731-8734x648,592-453-2482x89177
,"['de', 'en']",Billing,Garcia@healthcare.org,524.492.6947x11801,+1-768-275-7738x93055,['nl'],noodgeval,Chan.Gastroenterologic@dept.healthcare.org,+31(0)639-636510,+31(0)40-3753150
,"['et', 'en']",Staff,Fisher.Public@dept.healthcare.org,+1-559-950-7694,(383)248-6763,['nl'],Information,SantanSahaw.Primary@dept.healthcare.org,+3122 5638455,048-5521781
,"['de', 'en']",Information,Guerrero.Dermatology@dept.healthcare.org,001-401-487-4899x431,(654)801-0577x23112,"['de', 'en']",Emergency,Smth.Midwifery@dept.healthcare.org,001-688-531-1568,001-868-851-8970x3860
,"['et', 'en']",Emergency,Arnold.Speech@dept.healthcare.org,633-885-3094x4978,563.621.3624x987,['de'],Ãberweisungen,LeePatton.Pediatric@dept.healthcare.org,(838)551-1985x8596,352-599-1118
,"['de', 'en']",Emergency,LopezKey.Musculoskeletal@dept.healthcare.org,732-472-5372x18997,(676)926-3634x12755,['de'],Appointments,Williams.Emergency@dept.healthcare.de,(894)778-0476x370,713-613-7306
,"['de', 'en']",Administrative,Baker@healthcare.org,001-617-585-5103x374,820-929-8300,"['de', 'en']",Staff,Smith.Rheumatloogic@dept.healthcare.org,+1-607-584-5704x04432,731-869-9906
,['de'],Appointments,Williams.Emergency@dept.healthcare.org,(894)778-0476x370,713-613-7306,"['de', 'en']",Notfall,Newton.Endocrine@dept.healthcare.org,9515762700,964-588-3497x992
,"['et', 'en']",Information,Arnold.Obstetric@dept.healthcare.org,+1-222-594-2249,+1-514-546-9752x519,"['et', 'en']",ametisse nimetamine,Brady.Toxicologic@dept.healthcare.org,553-308-3780x650,9047689415
,['nl'],Staff,FaulknerHoward.Primary@dept.healthcare.org,(0524)-583375,(051) 8323639,['et'],Billing,LongMartinez@healthcare.et,001-408-608-6259x118,(492)964-8022
,['et'],Administrative,Garrett@healthcare.org,671.948.4185x83989,339-733-2871,['de'],Appointments,LopezKey.Midwifery@dept.healthcare.de,+1-572-275-7274x758,001-379-429-0953x4613
,"['nl', 'en']",Appointments,FaulknerHoward.Midwifery@dept.healthcare.org,(0695) 410390,(046)-8811970,['de'],Personal,Newton.Podiatric@dept.healthcare.org,(615)203-8619x181,(399)510-6064x458
,"['nl', 'en']",Staff,BuckBurke.Pathology@dept.healthcare.org,+31(0)62-6422329,060 0853882,['et'],Appointments,Green.Public@dept.healthcare.et,311.518.0985,960-710-5249x87486
,['de'],Billing,ReedFry@healthcare.org,(910)501-5751x7594,(612)420-9981x39981,"['et', 'en']",ametisse nimetamine,Brady.Toxicologic@dept.healthcare.org,553-308-3780x650,9047689415
,['et'],Emergency,Green.Respiratory@dept.healthcare.org,742.994.3126x2390,544.622.9322,"['nl', 'en']",Information,BuckBurkeP.ulmonary@dept.healthcare.org,+31300-477006,0520 195182
,['nl'],Appointments,SantanaShaw.Dentistry@dept.healthcare.org,+3146-2082263,+31419-921707,"['et', 'en']",hÃ¤daolukord,Garrett.Anesthesia@dept.healthcare.org,+1-655-948-4207x39657,473-772-9840
,['de'],Information,Garcia.Podiatric@dept.healthcare.org,(629)287-1395,672.893.9656,['de'],Referrals,Williams.Gastroenterologic@dept.healthcare.de,(911)667-2598x393,5807119229
,['nl'],Referrals,PriceRobinson.Neurologic@dept.healthcare.org,098 4481074,+31(0)98 7338672,['de'],Information,Garcia.Surgical@dept.healthcare.de,724-394-4204,461-244-2234x2253
,"['de', 'en']",Emergency,Obrien.Nursing@dept.healthcare.org,323.303.3837x25660,654-421-5099x63625,"['et', 'en']",Information,Austin.Rheumatologic@dept.healthcare.et,(853)964-3273x56003,651-245-5602x2960
,"['de', 'en']",Information,Obrien.Geriatric@dept.healthcare.org,2518578223,680.695.9773x931,['nl'],Staff,FaulknerHoward.Primary@dept.healthcare.nl,(0524)-583375,(051) 8323639
,['de'],Appointments,Newton.Toxicologic@dept.healthcare.org,(867)714-4618,(901)538-2849,"['de', 'en']",Information,Obrien.Optometric@dept.healthcare.org,525.316.1891x9953,001-592-222-2836x8684
,['nl'],Information,Lam.Gynecologic@dept.healthcare.org,(061)-5012116,0411 389532,"['et', 'en']",teave,LongMartinez.Physiotherapy@dept.healthcare.org,(849)440-4525x5757,(995)800-1949x4682
,['de'],Appointments,Cook.Endocrine@dept.healthcare.org,508-546-0002,001-408-652-2873x3602,['de'],Referrals,Smith.Gastrooenterologic@dept.healthcare.org,001-414-790-6456,001-545-371-0054x6936
,"['nl', 'en']",Appointments,SantanaShaw.Urologic@dept.healthcare.org,+31(0)56 2847314,(099)-0102983,['de'],Ãberweisungen,Smith.Plastic@dept.healthcare.org,(718)257-9199,617.520.9250
,"['de', 'en']",Emergency,Newton.Endocrine@dept.healthcare.org,9515762700,964-588-3497x992,"['et', 'en']",Referrals,Carter.Optometric@dept.healthcare.et,294-440-9541x0907,518.996.4982x3071
,"['de', 'en']",Referrals,ReedFry.Midwifery@dept.healthcare.org,+1-654-297-7018,(206)249-1658x8042,"['nl', 'en']",Algemene vragen,Nash@healthcare.org,+31(0)06-9602714,0935 233769
,"['et', 'en']",Appointments,Green.Genetic@dept.healthcare.org,001-374-244-3600,+1-407-382-8239,"['nl', 'en']",Appointments,Nash.Anesthesia@dept.healthcare.nl,(0083) 787995,040 0925263
,['de'],Appointments,Johnson.Genetic@dept.healthcare.org,461-881-4286,001-785-808-6459x61125,['et'],Staff,Carter.Anesthesia@dept.healthcare.et,577-204-8875x9728,349.910.0138x6581
,['de'],Appointments,LopezKey.Midwifery@dept.healthcare.org,+1-572-275-7274x758,001-379-429-0953x4613,['nl'],Appointments,PriceRobinson.Emergency@dept.healthcare.nl,057-9567127,+31298-978166
,['et'],Information,Daniel.Psychiatric@dept.healthcare.org,001-658-622-0693x123,001-944-984-5940x05165,"['de', 'en']",Referrals,ReedFry.Midwifery@dept.healthcare.de,+1-654-297-7018,(206)249-1658x8042
,"['nl', 'en']",Referrals,Nash.Neurologic@dept.healthcare.org,+31(0)67-3412904,+31(0)903-976622,"['de', 'en']",Referrals,Cook.nAesthesia@dept.healthcare.org,220-594-6820x8668,+1-981-413-7263x57452
,"['de', 'en']",Emergency,Williams.Public@dept.healthcare.org,+1-801-626-6923x81006,369.274.0297,"['de', 'en']",Appointments,Guerrero.Toxiclogic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602
,['de'],Emergency,Williams.Gastroenterologic@dept.healthcare.org,319-438-1357,(844)892-6012,['de'],Information,Obrien.Hematologic@dept.healthcare.org,001-566-292-2396,+1-342-322-0338x1177
,"['et', 'en']",Referrals,Carter.Pediatric@dept.healthcare.org,001-445-584-4671x163,668-518-7344x0594,['nl'],verwijzingen,PriceRobinson.Neurologic@dept.healthcare.org,098 4481074,+31(0)98 7338672
,"['nl', 'en']",Staff,Lam.Obstetric@dept.healthcare.org,069 8057358,(091)-0046863,['de'],Appointments,Williams.Emergency@dept.healthcare.de,(894)778-0476x370,713-613-7306
,"['nl', 'en']",Information,Chan.Endocrine@dept.healthcare.org,074-3882542,+31(0)38 7027910,"['de', 'en']",Administrative,Baker@healthcare.de,001-617-585-5103x374,820-929-8300
,['de'],Referrals,Obrien.Gastroenterologic@dept.healthcare.org,+1-754-412-2438x90681,325.313.9825x177,"['de', 'en']",Referrals,Johnson.Gnecologic@dept.healthcare.org,(704)280-9843x0781,+1-684-878-6942
,['de'],Staff,ReedFry.Dermatology@dept.healthcare.org,001-270-498-4558x306,001-651-735-9834,['de'],Information,Garcia.Surgical@dept.healthcare.de,724-394-4204,461-244-2234x2253
,['de'],Appointments,Garcia.Anesthesia@dept.healthcare.org,+1-208-361-6405x0051,9987000694,['de'],Referrals,LeePatton.Hematologic@dept.healthcare.de,(831)743-2871x79740,784-732-2007x2721
,"['de', 'en']",Referrals,ReedFry.Midwifery@dept.healthcare.org,+1-654-297-7018,(206)249-1658x8042,['et'],Staff,Carter.Anesthesia@dept.healthcare.et,577-204-8875x9728,349.910.0138x6581
,"['et', 'en']",Administrative,Carter@healthcare.org,951-537-5806x6065,4618126486,"['nl', 'en']",Staff,BuckBurke.Pathology@dept.healthcare.nl,+31(0)62-6422329,060 0853882
,['de'],Referrals,Smith.Gastroenterologic@dept.healthcare.org,001-414-790-6456,001-545-371-0054x6936,['de'],Appointments,Cook.Primary@dept.healthcare.de,696-231-6937x983,355.597.6288x1867
,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.org,815-467-9103x12707,891.719.2729x010,"['et', 'en']",Information,Bishop.Otolarynglogic@dept.healthcare.org,+1-223-450-5181x3575,262.804.0716
,"['de', 'en']",Emergency,Obrien.Nursing@dept.healthcare.org,323.303.3837x25660,654-421-5099x63625,['de'],Referrals,GibbsReese.Iwnfectious@dept.healthcare.org,(674)609-2621,339.362.3101
,"['de', 'en']",Staff,ReedFry.Neurologic@dept.healthcare.org,(454)262-6764x3430,501.828.4795x741,"['nl', 'en']",Referrals,SantanaShaw.Rheumatologic@dept.healthcare.nl,(0834)-606772,+31(0)02 0865150
,"['et', 'en']",Emergency,Fisher.Cardiovascular@dept.healthcare.org,836.719.9370x31554,(969)675-0117x4387,"['et', 'en']",Billing,Austin@healthcare.et,8826759451,416-588-2223
,['et'],Staff,LongMartinez.Primary@dept.healthcare.org,286.250.6068,819.719.8417,"['et', 'en']",hÃ¤daolukord,Garrett.Anesthesia@dept.healthcare.org,+1-655-948-4207x39657,473-772-9840
,"['et', 'en']",Staff,Fisher.Public@dept.healthcare.org,+1-559-950-7694,(383)248-6763,['et'],suunamine,Brady.Gastroenterologic@dept.healthcare.org,(449)232-8774x711,001-999-641-5126
,"['et', 'en']",Information,Green.Community@dept.healthcare.org,+1-892-897-5956x928,001-237-952-0782x64973,"['de', 'en']",Allgemeine Anfragen,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387
,"['et', 'en']",Referrals,Brady.Endocrine@dept.healthcare.org,001-900-504-7180,347.571.9451x65015,"['nl', 'en']",Appointments,Riggs.Emergency@dept.healthcare.nl,027-6331162,010 4402155
,['de'],Administrative,Cook@healthcare.org,(937)569-1448x5809,(869)551-6637,"['de', 'en']",Information,Guerrero.Dermatology@dept.healthcare.de,001-401-487-4899x431,(654)801-0577x23112
,"['de', 'en']",Appointments,Guerrero.Geriatric@dept.healthcare.org,500.653.0708,001-299-358-0386x8709,"['et', 'en']",suunamine,Brady.Endocrine@dept.healthcare.org,001-900-504-7180,347.571.9451x65015
,['de'],Emergency,Baker.Anesthesia@dept.healthcare.org,(786)610-0132,001-229-863-8942x09877,['nl'],General Inquiries,WilliamsWiliams@healthcare.org,+31919-155875,+31(0)163 968373
,['nl'],Emergency,FaulknerHoward.Rheumatologic@dept.healthcare.org,+31(0)11-9752436,0388-571688,['nl'],Appointments,SantanaShaw.Dentistry@dept.healthcare.nl,+3146-2082263,+31419-921707
,"['nl', 'en']",Referrals,ValenciaThomas.Endocrine@dept.healthcare.org,(058)-7351419,(041) 0559302,"['et', 'en']",ametisse nimetamine,Carter.Cardiovascular@dept.healthcare.org,504.730.3584x06533,(576)959-0019x977
,['de'],Referrals,Williams.Dentistry@dept.healthcare.org,+1-589-928-6405x208,001-318-412-2405,"['de', 'en']",Emergency,Smith.Pulmonary@dept.healthcare.de,001-729-457-2827,+1-910-395-3515x25390
,['et'],Staff,Austin.Psychiatric@dept.healthcare.org,743-658-1950x5910,001-403-489-0102x079,['de'],Referrals,LopezKey.Primary@dept.healthcare.de,001-510-232-5689x56360,(601)580-2105
,['de'],Referrals,Johnson.Rheumatologic@dept.healthcare.org,957-952-6620x65098,(767)407-7108,"['de', 'en']",Appointments,Baker.Optometqric@dept.healthcare.org,001-677-770-8160x985,601.890.5258
,"['de', 'en']",Appointments,Baker.Optometric@dept.healthcare.org,001-677-770-8160x985,601.890.5258,"['et', 'en']",suunamine,Brady.Endocrine@dept.healthcare.org,001-900-504-7180,347.571.9451x65015
,['de'],Referrals,Smith.Plastic@dept.healthcare.org,(718)257-9199,617.520.9250,"['de', 'en']",Information,Baker.Respiratory@dept.healthcare.de,(588)583-2696x03608,499.900.8885
,['nl'],Referrals,ValenciaThomas.Pulmonary@dept.healthcare.org,(041)-7298482,+3115-3711172,"['et', 'en']",hÃ¤daolukord,Green.Urologic@dept.healthcare.org,643.515.7458,(778)908-5327
,"['et', 'en']",Referrals,Mathis.Toxicologic@dept.healthcare.org,(532)537-9645x24465,538.395.0218x13265,['de'],Notfall,Garcia.Psychiatric@dept.healthcare.org,915.499.8919x25474,463-459-4238
,['nl'],Referrals,ValenciaThomas.Laboratory@dept.healthcare.org,(041) 4622292,082-1686563,['de'],Information,ReedFry.Optometric@dept.healthcare.org,(443)232-1659x744,+1-530-330-4080x58378
,['de'],Referrals,Johnson.Rheumatologic@dept.healthcare.org,957-952-6620x65098,(767)407-7108,['nl'],personeel,PriceRobinson.Dentistry@dept.healthcare.org,009 5894508,0257 193634
,"['de', 'en']",Patient Services,Obrien@healthcare.org,001-609-340-9555x72981,+1-561-882-3366x706,"['de', 'en']",Administrative,Baker@healthcare.de,001-617-585-5103x374,820-929-8300
,['et'],Staff,LongMartinez.Respiratory@dept.healthcare.org,(872)381-7936x662,346.622.0231,"['nl', 'en']",Information,Chan.Endocrie@dept.healthcare.org,074-3882542,+31(0)38 7027910
,['nl'],Staff,PriceRobinson.Emergency@dept.healthcare.org,+3113 1233851,(0361) 141526,"['et', 'en']",Information,Mathis.Laboratory@dept.healthcare.et,001-691-983-8727x95321,516.929.9513
,"['et', 'en']",Referrals,LongMartinez.Hematologic@dept.healthcare.org,001-861-780-8548x852,8724383779,['nl'],Information,ValenciaThomas.Public@dept.healthcare.nl,+3160-6655565,(020) 6208561
,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455,['de'],Ãberweisungen,Obrien.Gastroenterologic@dept.healthcare.org,+1-754-412-2438x90681,325.313.9825x177
,"['et', 'en']",Emergency,Fisher.Pathology@dept.healthcare.org,(468)305-3460x795,306-360-1684x334,"['et', 'en']",Emergency,Fishe.Cardiovascular@dept.healthcare.org,836.719.9370x31554,(969)675-0117x4387
